,player,nationality,position,squad,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,npxg_xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,matches
213,Juan Iglesias,es ESP,DF,Getafe,22-225,1998,2,1,94,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
214,Asier Illarramendi,es ESP,MF,Real Sociedad,30-342,1990,2,2,107,1.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
215,Pablo Insua,es ESP,DF,Huesca,27-157,1993,9,8,722,8.0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.0,0.01,Matches
216,Takashi Inui,jp JPN,"MF,FW",Eibar,32-256,1988,19,18,1401,15.6,1,0,1,0,0,0,0,0.06,0.0,0.06,0.06,0.06,2.0,2.0,1.5,3.5,0.13,0.1,0.23,0.13,0.23,Matches
217,Alexander Isak,se SWE,FW,Real Sociedad,21-145,1999,18,14,1165,12.9,8,2,8,0,0,3,0,0.62,0.15,0.77,0.62,0.77,7.4,7.4,1.5,8.9,0.57,0.12,0.69,0.57,0.69,Matches
218,Isco,es ESP,MF,Real Madrid,28-298,1992,13,3,394,4.4,0,1,0,0,0,0,0,0.0,0.23,0.23,0.0,0.23,0.9,0.9,0.5,1.3,0.2,0.1,0.3,0.2,0.3,Matches
219,Jairo Izquierdo,es ESP,"DF,MF",Cádiz,27-114,1993,15,8,797,8.9,1,0,1,0,0,3,0,0.11,0.0,0.11,0.11,0.11,0.5,0.5,0.2,0.7,0.05,0.03,0.08,0.05,0.08,Matches
220,Saidy Janko,ch SUI,DF,Valladolid,25-114,1995,5,2,205,2.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.01,0.06,0.07,0.01,0.07,Matches
221,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,26-008,1995,13,5,421,4.7,2,2,1,1,1,1,0,0.43,0.43,0.86,0.21,0.64,2.8,2.1,1.4,3.5,0.61,0.31,0.91,0.45,0.75,Matches
222,Jason,es ESP,"MF,DF",Valencia,26-222,1994,14,4,419,4.7,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,0.03,0.12,0.15,0.03,0.15,Matches
223,Luis Javier Suárez,co COL,"FW,MF",Granada,23-073,1997,19,13,1169,13.0,5,0,5,0,0,4,0,0.38,0.0,0.38,0.38,0.38,4.5,4.5,1.0,5.5,0.34,0.08,0.42,0.34,0.42,Matches
224,Ángel Jiménez,es ESP,GK,Granada,18-236,2002,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
225,Joaquín,es ESP,"FW,MF",Betis,39-207,1981,15,11,808,9.0,1,4,1,0,0,0,0,0.11,0.45,0.56,0.11,0.56,0.8,0.8,2.0,2.8,0.09,0.22,0.31,0.09,0.31,Matches
226,Frenkie de Jong,nl NED,"MF,DF",Barcelona,23-277,1997,21,19,1778,19.8,3,3,3,0,0,4,0,0.15,0.15,0.3,0.15,0.3,2.9,2.9,2.4,5.3,0.15,0.12,0.27,0.15,0.27,Matches
227,Luuk de Jong,nl NED,FW,Sevilla,30-170,1990,18,7,687,7.6,2,0,2,0,0,2,0,0.26,0.0,0.26,0.26,0.26,1.5,1.5,0.7,2.2,0.19,0.09,0.29,0.19,0.29,Matches
228,Jony,es ESP,"MF,FW",Osasuna,29-219,1991,13,7,597,6.6,0,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15,0.4,0.4,1.8,2.3,0.07,0.28,0.34,0.07,0.34,Matches
229,Joan Jordán,es ESP,MF,Sevilla,26-222,1994,20,17,1405,15.6,1,5,1,0,0,4,1,0.06,0.32,0.38,0.06,0.38,1.1,1.1,1.7,2.9,0.07,0.11,0.18,0.07,0.18,Matches
230,Josan,es ESP,"MF,DF",Elche,31-072,1989,20,18,1395,15.5,4,2,4,0,0,2,0,0.26,0.13,0.39,0.26,0.39,1.4,1.4,0.9,2.3,0.09,0.06,0.15,0.09,0.15,Matches
231,Willian José,br BRA,FW,Real Sociedad,29-082,1991,13,8,689,7.7,3,1,3,0,1,0,0,0.39,0.13,0.52,0.39,0.52,4.3,3.5,0.9,4.4,0.56,0.11,0.67,0.46,0.58,Matches
232,Joselu,es ESP,FW,Alavés,30-323,1990,21,19,1697,18.9,5,1,4,1,2,1,0,0.27,0.05,0.32,0.21,0.27,7.3,5.8,1.7,7.5,0.39,0.09,0.48,0.31,0.4,Matches
233,Josema,es ESP,DF,Elche,24-252,1996,18,15,1428,15.9,0,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,0.3,0.3,0.4,0.7,0.02,0.03,0.05,0.02,0.05,Matches
234,Jota,es ESP,MF,Alavés,29-242,1991,14,10,788,8.8,0,1,0,0,0,4,1,0.0,0.11,0.11,0.0,0.11,0.4,0.4,1.0,1.4,0.05,0.11,0.16,0.05,0.16,Matches
235,Jota,pt POR,FW,Valladolid,21-320,1999,9,4,356,4.0,1,0,1,0,0,1,0,0.25,0.0,0.25,0.25,0.25,,,,,,,,,,Matches
236,Luka Jović,rs SRB,"FW,MF",Real Madrid,23-052,1997,4,2,149,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.2,0.67,0.08,0.75,0.67,0.75,Matches
237,Juan,ar ARG,MF,Granada,23-020,1998,1,0,23,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
238,Juanmi,es ESP,"FW,MF",Betis,27-269,1993,7,3,271,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,1.5,0.49,0.01,0.5,0.49,0.5,Matches
239,Vinicius Júnior,br BRA,FW,Real Madrid,20-216,2000,19,10,998,11.1,2,2,2,0,0,1,0,0.18,0.18,0.36,0.18,0.36,4.1,4.1,1.6,5.7,0.37,0.15,0.52,0.37,0.52,Matches
240,Jens Jønsson,dk DEN,MF,Cádiz,28-034,1993,22,21,1629,18.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.6,0.03,0.06,0.09,0.03,0.09,Matches
241,Damian Kądzior,pl POL,"FW,MF",Eibar,28-242,1992,6,2,195,2.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.01,0.06,0.05,0.06,Matches
242,Lee Kangin,kr KOR,"FW,MF",Valencia,19-360,2001,14,8,655,7.3,0,3,0,0,0,0,0,0.0,0.41,0.41,0.0,0.41,0.7,0.7,1.8,2.5,0.1,0.24,0.34,0.1,0.34,Matches
243,Stephane Keller,cm CMR,DF,Alavés,19-177,2001,1,0,16,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
244,Kenedy,br BRA,"FW,MF",Granada,25-005,1996,18,12,932,10.4,3,2,3,0,0,1,0,0.29,0.19,0.48,0.29,0.48,1.7,1.7,1.3,3.0,0.16,0.13,0.29,0.16,0.29,Matches
245,Kike,es ESP,FW,Eibar,31-080,1989,21,20,1708,19.0,6,2,6,0,0,3,1,0.32,0.11,0.42,0.32,0.42,6.8,6.8,1.3,8.1,0.36,0.07,0.42,0.36,0.42,Matches
246,Giorgi Kochorashvili,ge GEO,MF,Levante,21-229,1999,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
247,Kenan Kodro,ba BIH,"FW,MF",Athletic Club,27-178,1993,3,0,44,0.5,1,0,0,1,1,1,0,2.05,0.0,2.05,0.0,0.0,0.8,0.0,0.0,0.0,1.6,0.0,1.6,0.04,0.04,Matches
248,Kenan Kodro,ba BIH,"FW,MF",Valladolid,27-178,1993,2,0,56,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.69,0.0,0.69,0.69,0.69,Matches
249,Koba Koindredi,fr FRA,MF,Valencia,19-109,2001,2,0,15,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
250,Koke,es ESP,MF,Atlético Madrid,29-036,1992,19,17,1522,16.9,1,0,1,0,0,6,0,0.06,0.0,0.06,0.06,0.06,1.2,1.2,1.4,2.6,0.07,0.08,0.15,0.07,0.15,Matches
251,Geoffrey Kondogbia,cf CTA,MF,Valencia,27-364,1993,5,5,440,4.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01,Matches
252,Geoffrey Kondogbia,cf CTA,"MF,FW",Atlético Madrid,27-364,1993,11,1,249,2.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
253,Youssouf Koné,ml MLI,"DF,FW",Elche,25-223,1995,3,1,73,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
254,Jules Koundé,fr FRA,DF,Sevilla,22-093,1998,18,18,1620,18.0,1,0,1,0,0,2,0,0.06,0.0,0.06,0.06,0.06,1.4,1.4,0.3,1.7,0.08,0.01,0.09,0.08,0.09,Matches
255,Toni Kroos,de GER,MF,Real Madrid,31-040,1990,19,17,1467,16.3,1,4,1,0,0,5,0,0.06,0.25,0.31,0.06,0.31,1.4,1.4,5.4,6.7,0.08,0.33,0.41,0.08,0.41,Matches
256,Takefusa Kubo,jp JPN,"MF,FW",Villarreal,19-254,2001,13,2,299,3.3,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.5,1.9,0.41,0.16,0.57,0.41,0.57,Matches
257,Takefusa Kubo,jp JPN,"MF,FW",Getafe,19-254,2001,6,4,346,3.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.07,0.04,0.11,0.07,0.11,Matches
258,Kuki,es ESP,MF,Valladolid,22-284,1998,2,0,30,0.3,0,1,0,0,0,0,0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.1,0.1,0.0,0.16,0.16,0.0,0.16,Matches
259,Víctor Laguardia,es ESP,DF,Alavés,31-100,1989,18,17,1437,16.0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,1.3,0.05,0.03,0.08,0.05,0.08,Matches
260,Diego Lainez,mx MEX,"FW,MF",Betis,20-249,2000,11,4,442,4.9,0,1,0,0,0,1,0,0.0,0.2,0.2,0.0,0.2,0.5,0.5,0.7,1.1,0.09,0.14,0.23,0.09,0.23,Matches
261,Toni Lato,es ESP,DF,Valencia,23-084,1997,9,4,401,4.5,1,0,1,0,0,1,0,0.22,0.0,0.22,0.22,0.22,1.0,1.0,0.3,1.2,0.22,0.06,0.28,0.22,0.28,Matches
262,Robin Le Normand,fr FRA,DF,Real Sociedad,24-094,1996,18,16,1489,16.5,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.1,1.1,0.06,0.0,0.07,0.06,0.07,Matches
263,Jeremías Ledesma,ar ARG,GK,Cádiz,28-000,1993,19,19,1710,19.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
264,Florian Lejeune,fr FRA,DF,Alavés,29-269,1991,19,19,1665,18.5,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.5,0.02,0.01,0.03,0.02,0.03,Matches
265,Iñigo Lekue,es ESP,"DF,FW",Athletic Club,27-285,1993,8,0,84,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.37,0.37,0.0,0.37,Matches
266,Thomas Lemar,fr FRA,"MF,FW",Atlético Madrid,25-093,1995,17,12,889,9.9,1,2,1,0,0,1,0,0.1,0.2,0.3,0.1,0.3,0.9,0.9,1.3,2.2,0.1,0.13,0.22,0.1,0.22,Matches
267,Clément Lenglet,fr FRA,DF,Barcelona,25-241,1995,18,15,1254,13.9,1,0,1,0,0,7,1,0.07,0.0,0.07,0.07,0.07,1.1,1.1,0.5,1.7,0.08,0.04,0.12,0.08,0.12,Matches
268,Lautado de León,uy URU,"MF,FW",Celta Vigo,20-004,2001,1,0,14,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
269,Pedro León,es ESP,"MF,FW",Eibar,34-081,1986,14,5,493,5.5,1,1,1,0,0,1,0,0.18,0.18,0.37,0.18,0.37,0.5,0.5,0.4,0.9,0.09,0.08,0.17,0.09,0.17,Matches
270,Sergio León,es ESP,FW,Levante,32-038,1989,16,4,480,5.3,1,0,1,0,0,0,0,0.19,0.0,0.19,0.19,0.19,2.0,2.0,0.2,2.3,0.38,0.04,0.43,0.38,0.43,Matches
271,Diego Llorente,es ESP,DF,Real Sociedad,27-181,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
272,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,26-014,1995,20,16,1452,16.1,6,6,6,0,0,2,0,0.37,0.37,0.74,0.37,0.74,2.1,2.1,2.0,4.1,0.13,0.12,0.25,0.13,0.25,Matches
273,Renan Lodi,br BRA,DF,Atlético Madrid,22-311,1998,12,6,637,7.1,0,2,0,0,0,1,0,0.0,0.28,0.28,0.0,0.28,0.2,0.2,0.7,0.9,0.03,0.1,0.13,0.03,0.13,Matches
274,Pedro López Muñoz,es ESP,DF,Huesca,37-104,1983,10,7,652,7.2,0,1,0,0,0,2,0,0.0,0.14,0.14,0.0,0.14,0.0,0.0,0.4,0.4,0.0,0.06,0.06,0.0,0.06,Matches
275,Adrián López,es ESP,FW,Osasuna,33-036,1988,11,4,353,3.9,1,1,1,0,0,0,0,0.25,0.25,0.51,0.25,0.51,1.1,1.1,0.7,1.9,0.29,0.19,0.48,0.29,0.48,Matches
276,Javi López,es ESP,"DF,MF",Alavés,19-043,2002,8,1,192,2.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.04,0.04,0.08,0.04,0.08,Matches
277,Roberto López,es ESP,MF,Real Sociedad,20-295,2000,12,4,409,4.5,2,0,2,0,0,0,0,0.44,0.0,0.44,0.44,0.44,0.5,0.5,0.9,1.4,0.1,0.2,0.31,0.1,0.31,Matches
278,Unai López,es ESP,MF,Athletic Club,25-106,1995,13,6,685,7.6,2,0,2,0,0,4,0,0.26,0.0,0.26,0.26,0.26,0.7,0.7,0.6,1.3,0.09,0.08,0.17,0.09,0.17,Matches
279,Anthony Lozano,hn HON,FW,Cádiz,27-294,1993,18,13,989,11.0,3,1,3,0,0,4,0,0.27,0.09,0.36,0.27,0.36,4.0,4.0,0.7,4.7,0.37,0.06,0.43,0.37,0.43,Matches
280,Jeison Lucumí,co COL,FW,Elche,25-311,1995,2,1,49,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
281,José Luis Gayà,es ESP,DF,Valencia,25-264,1995,19,19,1664,18.5,0,4,0,0,0,2,0,0.0,0.22,0.22,0.0,0.22,0.9,0.9,2.4,3.2,0.05,0.13,0.17,0.05,0.17,Matches
282,José Luis Morales,es ESP,"FW,MF",Levante,33-205,1987,21,17,1391,15.5,10,3,10,0,0,2,0,0.65,0.19,0.84,0.65,0.84,5.1,5.1,2.9,8.0,0.33,0.19,0.52,0.33,0.52,Matches
283,Luisinho,pt POR,DF,Huesca,35-284,1985,5,2,179,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
284,Luismi,es ESP,"MF,DF",Elche,28-284,1992,6,2,137,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
285,Darwin Machís,ve VEN,"FW,MF",Granada,28-006,1993,19,14,1296,14.4,2,3,2,0,1,1,0,0.14,0.21,0.35,0.14,0.35,3.3,2.5,2.4,4.9,0.23,0.17,0.4,0.17,0.34,Matches
286,Pablo Maffeo,es ESP,DF,Huesca,23-216,1997,13,13,1034,11.5,1,2,1,0,0,3,0,0.09,0.17,0.26,0.09,0.26,0.4,0.4,0.7,1.1,0.04,0.06,0.09,0.04,0.09,Matches
287,Abdallahi Mahmoud,mr MTN,MF,Alavés,20-285,2000,1,1,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
288,Nemanja Maksimović,rs SRB,MF,Getafe,26-018,1995,20,19,1547,17.2,1,0,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,1.4,1.4,0.4,1.8,0.08,0.02,0.11,0.08,0.11,Matches
289,Filip Malbašić,rs SRB,"FW,MF",Cádiz,28-087,1992,18,4,461,5.1,0,1,0,0,0,2,0,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.04,0.01,0.04,0.04,0.04,Matches
290,Hugo Mallo,es ESP,DF,Celta Vigo,29-236,1991,20,20,1800,20.0,1,1,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,0.9,0.9,2.0,2.9,0.05,0.11,0.15,0.05,0.15,Matches
291,Mickael Malsa,mq MTQ,MF,Levante,25-124,1995,19,16,1327,14.7,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,0.04,0.02,0.06,0.04,0.06,Matches
292,Aïssa Mandi,dz ALG,DF,Betis,29-114,1991,16,15,1312,14.6,3,0,3,0,0,5,2,0.21,0.0,0.21,0.21,0.21,1.5,1.5,0.1,1.6,0.1,0.01,0.11,0.1,0.11,Matches
293,Eliaquim Mangala,fr FRA,DF,Valencia,30-000,1991,5,4,313,3.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.15,0.0,0.15,0.15,0.15,Matches
294,Maranhão,br BRA,FW,Valladolid,24-116,1996,13,8,820,9.1,3,0,3,0,0,1,0,0.33,0.0,0.33,0.33,0.33,2.3,2.3,0.1,2.4,0.25,0.01,0.26,0.25,0.26,Matches
295,Marcelo,br BRA,DF,Real Madrid,32-277,1988,8,7,627,7.0,0,2,0,0,0,2,0,0.0,0.29,0.29,0.0,0.29,0.3,0.3,0.6,0.8,0.04,0.08,0.12,0.04,0.12,Matches
296,Iván Marcone,ar ARG,MF,Elche,30-255,1990,17,17,1448,16.1,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.02,0.02,0.0,0.02,Matches
297,Óscar de Marcos,es ESP,"MF,FW",Athletic Club,31-305,1989,11,7,640,7.1,1,1,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28,0.5,0.5,1.3,1.7,0.07,0.18,0.25,0.07,0.25,Matches
298,José Mari,es ESP,MF,Cádiz,33-069,1987,8,7,500,5.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.4,0.02,0.04,0.06,0.02,0.06,Matches
299,José María Giménez,uy URU,DF,Atlético Madrid,26-024,1995,11,10,911,10.1,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.05,0.0,0.05,0.05,0.05,Matches
300,Mariano,do DOM,FW,Real Madrid,27-196,1993,7,2,228,2.5,1,0,1,0,0,0,0,0.39,0.0,0.39,0.39,0.39,0.9,0.9,0.2,1.1,0.36,0.06,0.42,0.36,0.42,Matches
301,Adrián Marín,es ESP,"DF,MF",Alavés,24-035,1997,5,1,93,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,0.07,0.52,0.58,0.07,0.58,Matches
302,Adrián Marín,es ESP,DF,Granada,24-035,1997,1,1,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
303,Roger Martí,es ESP,FW,Levante,30-041,1991,19,15,1252,13.9,9,2,8,1,3,2,0,0.65,0.14,0.79,0.58,0.72,6.4,4.1,1.7,5.8,0.46,0.13,0.58,0.29,0.42,Matches
304,Aarón Martín,es ESP,DF,Celta Vigo,23-297,1997,4,4,360,4.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.03,0.0,0.03,Matches
305,Iñigo Martínez,es ESP,DF,Athletic Club,29-272,1991,19,19,1710,19.0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,1.0,0.02,0.03,0.06,0.02,0.06,Matches
306,Javi Martínez,es ESP,MF,Osasuna,21-053,1999,6,2,185,2.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
307,Jordi Masip,es ESP,GK,Valladolid,32-041,1989,16,16,1440,16.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
308,Jaime Mata,es ESP,FW,Getafe,32-112,1988,20,14,1172,13.0,3,0,2,1,2,7,0,0.23,0.0,0.23,0.15,0.15,4.5,3.0,0.6,3.6,0.34,0.05,0.39,0.23,0.28,Matches
309,Borja Mayoral,es ESP,FW,Real Madrid,23-314,1997,2,0,23,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
310,Gonzalo Melero,es ESP,"MF,FW",Levante,27-042,1994,21,15,1311,14.6,4,1,4,0,0,2,0,0.27,0.07,0.34,0.27,0.34,2.1,2.1,1.6,3.7,0.15,0.11,0.26,0.15,0.26,Matches
311,Brais Méndez,es ESP,"MF,FW",Celta Vigo,24-037,1997,20,16,1487,16.5,5,0,5,0,0,5,0,0.3,0.0,0.3,0.3,0.3,4.2,4.2,1.0,5.2,0.27,0.06,0.33,0.27,0.33,Matches
312,Édgar Méndez,es ESP,"MF,DF",Alavés,31-042,1990,19,16,1245,13.8,3,1,3,0,0,8,1,0.22,0.07,0.29,0.22,0.29,3.2,3.2,0.7,3.9,0.23,0.05,0.28,0.23,0.28,Matches
313,Eñaut Mendía,es ESP,FW,Eibar,21-233,1999,1,1,61,0.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
314,Ferland Mendy,fr FRA,DF,Real Madrid,25-250,1995,18,16,1488,16.5,1,0,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,0.5,0.5,1.5,2.0,0.03,0.09,0.12,0.03,0.12,Matches
315,Mikel Merino,es ESP,MF,Real Sociedad,24-236,1996,21,20,1729,19.2,1,3,1,0,0,4,0,0.05,0.16,0.21,0.05,0.21,2.8,2.8,1.5,4.3,0.15,0.08,0.22,0.15,0.22,Matches
316,Martín Merquelanz,es ESP,"FW,MF",Real Sociedad,25-246,1995,9,3,420,4.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.4,2.4,0.22,0.29,0.51,0.22,0.51,Matches
317,Roque Mesa,es ESP,MF,Valladolid,31-251,1989,10,8,698,7.8,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.7,1.1,0.05,0.09,0.15,0.05,0.15,Matches
318,Lionel Messi,ar ARG,"FW,MF",Barcelona,33-234,1987,19,17,1583,17.6,13,2,11,2,3,3,0,0.74,0.11,0.85,0.63,0.74,12.3,9.9,5.5,15.3,0.7,0.31,1.01,0.56,0.87,Matches
319,Omenuke Mfulu,cd COD,MF,Elche,26-330,1994,11,4,361,4.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
320,Míchel,es ESP,MF,Valladolid,32-199,1988,10,7,568,6.3,2,0,2,0,0,2,0,0.32,0.0,0.32,0.32,0.32,0.3,0.3,0.4,0.6,0.04,0.06,0.1,0.04,0.1,Matches
