player,nationality,position,squad,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,matches
Benoît Costil,fr FRA,GK,Bordeaux,33-225,1987,24.0,908,769,900,10,0,0,632,2,2,100.0,2,0,439,1979,1059,0,0,0,0,0,397,393,99.0,0,Matches
Kalifa Coulibaly,ml MLI,FW,Nantes,29-176,1991,5.2,167,5,9,61,98,20,161,1,5,20.0,3,1,82,222,78,4,0,1,13,9,271,136,50.2,39,Matches
Lassana Coulibaly,ml MLI,MF,Angers,24-309,1996,12.7,677,33,158,450,121,12,668,13,22,59.1,14,0,440,2686,1019,56,17,2,13,10,441,392,88.9,15,Matches
Senou Coulibaly,ml MLI,DF,Dijon,26-162,1994,8.8,538,105,372,196,5,5,528,3,3,100.0,3,0,312,1659,863,12,0,0,1,2,361,348,96.4,0,Matches
Nicolas Cozza,fr FRA,DF,Montpellier,22-036,1999,7.6,389,59,200,178,37,6,369,1,3,33.3,2,1,229,1662,936,35,7,2,6,2,256,244,95.3,7,Matches
Adrián Cubas,py PAR,MF,Nîmes,24-267,1996,15.6,816,41,301,478,91,5,787,9,14,64.3,9,0,534,2317,1119,25,6,1,7,15,493,458,92.9,10,Matches
Mickaël Cuisance,fr FRA,MF,Marseille,21-181,1999,9.0,513,1,70,308,169,17,504,13,31,41.9,14,1,357,1547,656,35,9,4,20,32,505,388,76.8,53,Matches
Damien Da Silva,fr FRA,DF,Rennes,32-272,1988,19.0,1476,145,683,845,58,24,1461,7,7,100.0,7,0,986,6418,3545,90,13,0,0,3,1116,1101,98.7,5,Matches
Colin Dagba,fr FRA,DF,Paris S-G,22-157,1998,9.9,730,24,184,349,248,24,663,5,8,62.5,5,0,522,2318,1368,70,20,5,8,6,554,519,93.7,39,Matches
Flavius Daniliuc,at AUT,DF,Nice,19-292,2001,11.3,880,100,426,475,32,9,860,0,0,,0,0,607,3721,2283,77,6,0,3,1,673,661,98.2,2,Matches
Dante,br BRA,DF,Nice,37-118,1983,8.6,757,95,435,360,18,12,744,0,0,,0,0,550,3107,1750,24,4,0,4,1,622,614,98.7,7,Matches
Jonathan David,ca CAN,FW,Lille,21-030,2000,15.4,529,2,30,213,310,77,512,15,26,57.7,17,1,329,1491,842,42,11,12,29,32,691,383,55.4,151,Matches
Mattia De Sciglio,it ITA,DF,Lyon,28-116,1992,8.1,591,20,152,309,159,11,522,4,8,50.0,5,1,355,1830,988,41,9,3,7,3,386,361,93.5,27,Matches
Thibault De Smet,be BEL,DF,Reims,22-253,1998,4.4,345,8,92,196,84,3,308,2,3,66.7,2,0,201,1158,706,40,18,2,3,0,230,218,94.8,15,Matches
Lucas Deaux,fr FRA,"MF,DF",Nîmes,32-049,1988,13.7,887,62,360,466,127,16,859,14,18,77.8,14,1,529,2845,1636,36,11,1,16,14,654,602,92.0,24,Matches
Mathieu Debuchy,fr FRA,DF,Saint-Étienne,35-200,1985,11.9,883,43,260,423,236,22,722,12,18,66.7,14,1,434,1890,1087,49,17,1,11,10,496,447,90.1,20,Matches
Romain Del Castillo,fr FRA,"MF,FW",Rennes,24-321,1996,5.2,339,1,26,131,202,23,319,12,23,52.2,15,1,240,1194,659,39,7,5,11,6,320,247,77.2,63,Matches
Thomas Delaine,fr FRA,DF,Metz,28-326,1992,11.7,555,31,178,255,177,15,479,12,25,48.0,13,0,326,2475,1789,73,28,7,8,9,375,313,83.5,31,Matches
Jonathan Delaplace,fr FRA,DF,Lorient,34-330,1986,8.4,509,28,155,234,145,15,401,3,5,60.0,4,0,237,1108,551,28,8,2,11,2,284,236,83.1,15,Matches
Andy Delort,dz ALG,FW,Montpellier,29-127,1991,17.3,770,22,56,344,402,97,726,19,38,50.0,19,1,423,1842,967,59,15,11,44,24,949,584,61.5,178,Matches
Moussa Dembélé,fr FRA,FW,Lyon,24-216,1996,7.5,253,12,20,95,148,50,244,11,20,55.0,11,0,143,559,271,18,6,2,17,20,296,179,60.5,69,Matches
Jason Denayer,be BEL,DF,Lyon,25-230,1995,18.9,1305,168,609,744,41,6,1282,6,6,100.0,6,0,895,4652,2852,54,11,0,2,1,980,965,98.5,5,Matches
Kevin Denkey,tg TOG,FW,Nîmes,20-075,2000,5.8,184,3,8,90,96,32,172,5,12,41.7,5,0,115,413,170,10,0,4,15,7,250,126,50.4,58,Matches
Memphis Depay,nl NED,FW,Lyon,27-000,1994,20.1,1028,3,36,450,601,121,911,48,86,55.8,53,1,749,3178,1951,127,34,28,74,66,1153,784,68.0,224,Matches
Ángel Di María,ar ARG,"FW,MF",Paris S-G,32-365,1988,15.0,1063,14,77,440,641,58,962,33,68,48.5,38,6,799,4011,2377,130,50,18,31,29,983,840,85.5,132,Matches
Boulaye Dia,sn SEN,"FW,MF",Reims,24-089,1996,19.7,591,21,76,283,286,96,560,25,44,56.8,26,0,419,2120,1176,56,16,18,57,37,736,409,55.6,131,Matches
Abdou Diallo,fr FRA,DF,Paris S-G,24-285,1996,10.4,836,111,420,460,12,4,823,5,7,71.4,5,0,625,3256,1922,45,5,0,4,0,661,651,98.5,0,Matches
Habib Diallo,sn SEN,FW,Metz,25-240,1995,1.6,64,5,9,33,26,8,61,0,2,0.0,0,0,34,166,102,3,2,0,8,7,81,44,54.3,19,Matches
Habib Diallo,sn SEN,FW,Strasbourg,25-240,1995,15.5,507,11,51,253,227,59,494,11,23,47.8,11,1,354,1586,726,37,12,4,48,32,698,373,53.4,95,Matches
Ibrahima Diallo,fr FRA,MF,Brest,21-342,1999,4.9,316,6,79,212,50,2,309,7,9,77.8,8,0,230,1060,594,12,1,1,4,5,258,242,93.8,7,Matches
Stéphane Diarra,fr FRA,"FW,MF",Lorient,22-066,1998,1.9,108,1,18,45,53,6,104,3,11,27.3,3,0,79,365,119,6,0,0,6,11,98,79,80.6,26,Matches
Raphael Dias Belloli,br BRA,"FW,MF",Rennes,24-061,1996,4.5,200,3,25,85,104,19,182,13,28,46.4,14,2,141,677,460,25,7,3,5,7,187,139,74.3,31,Matches
Krepin Diatta,sn SEN,"MF,DF",Monaco,21-354,1999,2.3,119,2,14,51,64,3,112,7,9,77.8,8,0,79,421,216,11,1,2,6,7,104,76,73.1,10,Matches
Tristan Dingomé,cm CMR,MF,Reims,29-362,1991,0.2,16,0,5,8,3,0,16,0,0,,0,0,11,36,5,0,0,0,1,0,13,13,100.0,1,Matches
Sinaly Diomande,ci CIV,DF,Lyon,19-310,2001,8.5,618,85,302,313,43,12,607,6,8,75.0,6,0,391,1879,1152,28,8,0,1,1,435,426,97.9,5,Matches
Lois Diony,fr FRA,FW,Angers,28-055,1992,10.2,343,7,16,152,194,49,321,5,24,20.8,5,0,225,1154,654,40,10,11,31,23,546,258,47.3,95,Matches
Sofiane Diop,fr FRA,"MF,FW",Monaco,20-249,2000,18.1,1057,20,178,594,375,47,1029,32,52,61.5,35,1,757,4272,2316,100,30,13,25,33,898,732,81.5,99,Matches
Yehvann Diouf,fr FRA,GK,Reims,21-089,1999,1.5,52,44,52,0,0,0,39,1,1,100.0,1,0,26,156,83,0,0,0,0,0,20,20,100.0,0,Matches
Assane Dioussé,sn SEN,DF,Saint-Étienne,23-146,1997,0.0,1,0,1,0,0,0,1,0,0,,0,0,1,4,2,0,0,0,0,0,1,0,0.0,0,Matches
Axel Disasi,fr FRA,DF,Monaco,22-339,1998,14.1,1059,136,595,505,29,18,1038,4,4,100.0,4,0,735,4376,2661,55,0,0,2,4,774,761,98.3,3,Matches
Tiago Djaló,pt POR,DF,Lille,20-310,2000,6.3,520,20,148,294,114,4,458,7,13,53.8,8,0,319,1514,790,28,14,3,3,8,345,332,96.2,8,Matches
Alexander Djiku,gh GHA,"DF,MF",Strasbourg,26-188,1994,18.5,1084,127,593,524,44,10,1057,5,6,83.3,5,1,627,3158,1527,29,7,1,5,3,696,671,96.4,7,Matches
Mihai Dobre,ro ROU,"FW,MF",Dijon,22-167,1998,3.8,175,6,33,97,64,9,172,9,14,64.3,9,0,114,742,448,21,7,1,11,5,160,113,70.6,20,Matches
Jeremy Doku,be BEL,MF,Rennes,18-262,2002,13.7,738,4,75,306,439,49,733,37,68,54.4,47,0,658,3914,2424,145,34,17,33,37,754,582,77.2,86,Matches
Kasper Dolberg,dk DEN,FW,Nice,23-130,1997,11.1,291,12,21,172,108,31,269,6,9,66.7,6,0,181,597,201,11,5,2,22,27,376,207,55.1,74,Matches
Keagan Dolly,za RSA,MF,Montpellier,28-022,1993,4.5,199,3,30,94,93,6,186,4,8,50.0,5,1,130,755,427,21,10,2,6,7,180,133,73.9,19,Matches
Anastasios Donis,gr GRE,MF,Reims,24-168,1996,1.1,30,0,4,15,13,0,30,1,2,50.0,1,0,20,99,66,2,0,0,5,2,44,26,59.1,7,Matches
Lucas Douath,fr FRA,MF,Saint-Étienne,17-192,2003,9.1,471,22,167,309,41,2,465,6,13,46.2,7,0,321,2133,1034,32,8,0,6,9,312,286,91.7,4,Matches
Cheick Doucouré,ml MLI,MF,Lens,21-036,2000,17.5,1109,31,219,784,187,18,1099,21,28,75.0,21,1,696,3796,2026,107,30,6,17,13,778,726,93.3,38,Matches
Fodé Doucouré,ml MLI,DF,Reims,20-010,2001,2.5,163,11,58,94,34,2,134,1,1,100.0,1,0,96,717,533,26,10,2,2,3,92,89,96.7,4,Matches
Moussa Doumbia,ml MLI,"MF,FW",Reims,26-182,1994,5.6,314,5,55,147,152,17,311,15,29,51.7,17,0,279,1833,1142,53,18,6,13,19,314,237,75.5,43,Matches
Souleyman Doumbia,ci CIV,DF,Angers,24-142,1996,17.9,1094,60,355,535,279,16,930,23,33,69.7,25,2,658,3633,2173,99,34,3,19,17,666,623,93.5,38,Matches
Mouhamadou Drammeh,fr FRA,MF,Reims,21-274,1999,1.8,59,8,18,39,5,1,57,3,4,75.0,3,0,36,198,93,5,0,0,1,3,37,32,86.5,0,Matches
Julian Draxler,de GER,MF,Paris S-G,27-146,1993,5.3,343,1,42,178,157,18,328,6,9,66.7,6,0,262,1779,1149,63,20,8,3,7,288,274,95.1,43,Matches
Matthieu Dreyer,fr FRA,GK,Lorient,31-330,1989,5.0,129,119,129,0,0,0,77,0,0,,0,0,38,209,138,0,0,0,0,0,38,37,97.4,0,Matches
Leo Dubois,fr FRA,DF,Lyon,26-152,1994,20.6,1618,56,361,749,619,52,1332,22,36,61.1,24,2,944,5270,3194,145,45,12,17,16,1077,985,91.5,76,Matches
Haris Duljević,ba BIH,"FW,MF",Nîmes,27-089,1993,6.6,294,4,30,170,135,14,281,24,33,72.7,25,3,247,1454,969,45,25,4,13,16,295,209,70.8,26,Matches
Jean-Kevin Duverne,fr FRA,DF,Brest,23-216,1997,18.4,1299,192,725,629,49,12,1245,14,16,87.5,14,1,826,5030,3175,75,13,2,4,8,907,889,98.0,8,Matches
Eric Junior Dina Ebimbe,fr FRA,"FW,MF",Dijon,20-084,2000,18.5,788,16,132,434,326,63,780,49,81,60.5,52,4,615,3664,2185,91,30,11,59,53,762,584,76.6,118,Matches
Enzo Ebosse,fr FRA,DF,Angers,21-339,1999,2.9,180,26,90,85,15,2,167,0,0,,0,0,120,448,224,4,1,0,1,0,125,120,96.0,2,Matches
Bruno Ecuele Manga,ga GAB,DF,Dijon,32-212,1988,24.0,1502,302,1014,536,41,25,1459,7,7,100.0,7,0,867,4359,2054,31,2,0,6,6,970,947,97.6,5,Matches
Hugo Ekitike,fr FRA,"MF,FW",Reims,18-238,2002,1.0,40,0,1,16,23,7,37,2,3,66.7,2,0,23,89,46,2,0,1,3,5,43,30,69.8,10,Matches
Niclas Eliasson,se SWE,"MF,FW",Nîmes,25-068,1995,10.9,415,7,59,136,239,23,355,7,14,50.0,7,0,227,999,514,26,8,6,14,17,378,241,63.8,60,Matches
Sepe Elye Wahi,fr FRA,"FW,DF",Montpellier,18-042,2003,1.6,57,0,3,25,34,11,55,2,5,40.0,2,0,37,219,146,8,3,1,4,2,70,39,55.7,13,Matches
Renaud Emond,be BEL,FW,Nantes,29-070,1991,3.1,98,0,10,48,42,16,92,0,2,0.0,0,0,48,187,68,3,1,2,2,4,149,74,49.7,26,Matches
Yoann Etienne,fr FRA,DF,Lorient,23-270,1997,1.0,48,3,16,24,9,0,39,0,1,0.0,0,0,23,142,48,1,0,0,2,0,23,20,87.0,0,Matches
Fábio,br BRA,DF,Nantes,30-219,1990,14.8,987,56,294,516,217,12,820,7,15,46.7,8,0,485,2243,1253,59,18,0,11,14,515,484,94.0,20,Matches
Cesc Fàbregas,es ESP,MF,Monaco,33-285,1987,6.1,601,11,115,319,199,19,526,4,5,80.0,4,0,376,1455,783,28,9,0,8,10,458,439,95.9,31,Matches
Bandiougou Fadiga,fr FRA,"FW,MF",Paris S-G,20-029,2001,0.7,43,1,11,21,15,1,42,2,3,66.7,2,0,34,189,115,4,2,0,2,2,40,34,85.0,3,Matches
Wout Faes,be BEL,DF,Reims,22-316,1998,20.5,1229,212,743,519,20,12,1206,8,9,88.9,8,1,762,3592,1882,47,3,0,6,3,796,783,98.4,3,Matches
Romain Faivre,fr FRA,"MF,FW",Brest,22-214,1998,21.4,1287,26,226,632,596,66,1177,61,94,64.9,63,3,937,6961,4305,176,94,16,41,39,1046,872,83.4,123,Matches
Wuilker Faríñez,ve VEN,GK,Lens,22-364,1998,0.1,2,2,2,0,0,0,1,0,0,,0,0,1,10,10,0,0,0,0,0,0,0,,0,Matches
Julien Faussurier,fr FRA,DF,Brest,34-030,1987,6.2,426,20,130,193,127,16,350,3,6,50.0,3,2,239,1069,584,19,7,5,4,5,275,245,89.1,23,Matches
Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,27-349,1993,19.9,1039,30,151,446,508,65,982,41,75,54.7,45,4,690,3230,1744,78,25,14,39,47,1055,760,72.0,118,Matches
Jordan Ferri,fr FRA,MF,Montpellier,28-338,1992,18.7,1277,19,351,848,187,11,1250,12,17,70.6,12,0,901,5160,2468,94,24,3,16,26,983,918,93.4,36,Matches
Alessandro Florenzi,it ITA,DF,Paris S-G,29-339,1991,13.2,839,37,177,380,317,43,758,4,10,40.0,4,2,533,2551,1340,59,14,8,9,1,613,572,93.3,55,Matches
Mamadou Fofana,ml MLI,"MF,DF",Metz,23-023,1998,10.4,464,42,220,238,26,5,453,3,3,100.0,3,0,262,1192,586,9,1,0,2,4,257,247,96.1,1,Matches
Seko Fofana,ci CIV,MF,Lens,25-282,1995,13.7,955,12,151,662,225,28,942,23,36,63.9,26,1,665,3991,1972,92,34,3,27,25,829,736,88.8,79,Matches
Wesley Fofana,fr FRA,DF,Saint-Étienne,20-058,2000,3.5,227,36,135,93,13,5,218,2,3,66.7,2,0,127,787,471,9,1,0,1,1,148,146,98.6,6,Matches
Youssouf Fofana,fr FRA,MF,Monaco,22-034,1999,19.0,1210,34,272,782,236,12,1169,16,27,59.3,16,1,808,4018,2163,90,24,2,11,28,900,843,93.7,47,Matches
Thomas Foket,be BEL,DF,Reims,26-141,1994,23.0,1370,71,527,648,306,23,1146,7,12,58.3,7,0,773,4838,2842,104,48,1,12,15,852,775,91.0,69,Matches
Lamine Fomba,fr FRA,MF,Nîmes,23-018,1998,12.9,531,34,147,290,119,18,526,9,17,52.9,11,0,302,1342,630,35,6,0,9,27,330,277,83.9,16,Matches
Thomas Fontaine,mg MAD,DF,Lorient,29-281,1991,3.6,133,29,92,43,2,1,123,0,0,,0,0,71,334,152,2,0,0,0,0,79,76,96.2,1,Matches
José Fonte,pt POR,DF,Lille,37-053,1983,22.4,1626,170,841,816,82,34,1588,3,3,100.0,3,0,1035,4934,2790,69,9,0,5,4,1155,1140,98.7,15,Matches
Steven Fortes,cv CPV,DF,Lens,28-302,1992,10.3,735,50,369,413,16,3,718,1,2,50.0,1,0,479,3077,1835,48,1,0,2,0,516,507,98.3,2,Matches
Angelo Fulgini,fr FRA,"MF,FW",Angers,24-177,1996,19.6,1314,9,166,770,491,63,1242,42,89,47.2,46,4,1037,5212,2958,140,46,11,45,62,1231,1024,83.2,126,Matches
Baptiste Gabard,fr FRA,MF,Saint-Étienne,21-016,2000,1.5,79,2,14,53,13,0,78,1,1,100.0,1,0,48,173,85,2,0,0,1,6,55,52,94.5,8,Matches
Idrissa Gana Gueye,sn SEN,MF,Paris S-G,31-140,1989,11.9,1346,29,234,950,256,12,1324,15,24,62.5,15,0,1004,5086,2576,104,30,2,8,18,1105,1070,96.8,32,Matches
Ignatius Ganago,cm CMR,FW,Lens,21-363,1999,10.1,332,2,25,122,195,55,318,18,33,54.5,20,0,233,860,380,25,2,8,35,19,468,262,56.0,112,Matches
Yann Gboho,fr FRA,"MF,FW",Rennes,20-030,2001,3.0,156,6,19,55,101,20,155,10,18,55.6,11,0,130,851,542,33,9,4,2,14,150,120,80.0,28,Matches
Valère Germain,fr FRA,"FW,MF",Marseille,30-302,1990,7.5,293,17,56,158,92,15,280,3,7,42.9,3,0,133,545,180,7,2,2,9,5,341,205,60.1,36,Matches
Willem Geubbels,fr FRA,"FW,MF",Monaco,19-181,2001,3.2,168,6,33,73,68,20,163,0,3,0.0,0,0,87,355,157,10,3,3,11,7,142,98,69.0,21,Matches
Andrei Girotto,br BRA,"DF,MF",Nantes,28-362,1992,20.4,1343,133,627,714,82,20,1295,4,7,57.1,5,0,728,3820,2375,78,21,0,3,5,835,818,98.0,7,Matches
Aleksandr Golovin,ru RUS,"MF,FW",Monaco,24-259,1996,3.9,238,0,17,107,131,19,198,5,7,71.4,5,1,144,1025,626,26,10,4,4,5,187,146,78.1,28,Matches
Alfred Gomis,sn SEN,GK,Rennes,27-161,1993,7.0,205,163,204,2,0,0,156,0,0,,0,0,88,287,157,0,0,0,0,0,91,91,100.0,0,Matches
Alfred Gomis,sn SEN,GK,Dijon,27-161,1993,5.0,207,191,207,0,0,0,120,0,0,,0,0,57,210,128,0,0,0,0,0,64,63,98.4,0,Matches
Vagner Gonçalves,cv CPV,"FW,MF",Metz,25-034,1996,4.8,163,1,29,74,74,14,160,7,14,50.0,7,0,120,546,313,16,5,1,19,9,198,108,54.5,27,Matches
Álvaro González,es ESP,DF,Marseille,31-036,1990,18.9,1173,148,685,542,28,13,1133,3,3,100.0,3,0,694,3913,2502,61,3,1,1,2,806,782,97.0,6,Matches
Amine Gouiri,fr FRA,"FW,MF",Nice,20-363,2000,20.1,1011,13,85,429,571,118,922,35,66,53.0,35,3,682,3546,2033,122,36,17,28,40,1048,742,70.8,185,Matches
Jonathan Gradit,fr FRA,DF,Lens,28-081,1992,18.4,1168,76,481,784,43,1,1141,18,23,78.3,19,0,849,6053,4188,111,15,0,6,10,880,864,98.2,0,Matches
Andrew Gravillon,fr FRA,DF,Lorient,23-005,1998,14.5,847,132,514,347,23,11,826,3,5,60.0,4,0,446,1974,1081,23,0,0,2,3,487,471,96.7,4,Matches
Adrian Grbić,at AUT,FW,Lorient,24-193,1996,8.4,245,11,27,126,105,36,225,4,10,40.0,4,1,122,499,295,16,5,6,7,13,300,155,51.7,50,Matches
Clément Grenier,fr FRA,MF,Rennes,30-037,1991,8.1,704,1,80,406,252,21,655,8,11,72.7,8,0,474,1904,933,44,12,0,13,10,628,557,88.7,56,Matches
Evann Guessand,fr FRA,FW,Nice,19-227,2001,0.3,7,2,2,1,4,2,7,1,1,100.0,1,1,3,25,16,2,0,1,0,0,7,3,42.9,3,Matches
Kelyan Guessoum,fr FRA,DF,Nîmes,22-008,1999,4.0,202,24,127,79,2,1,194,0,0,,0,0,118,497,223,2,1,0,0,3,126,124,98.4,0,Matches
Lamine Gueye,sn SEN,"FW,MF",Metz,22-337,1998,10.0,444,9,76,200,202,52,435,13,25,52.0,15,0,297,1677,1022,46,14,9,27,25,495,317,64.0,77,Matches
Pape Gueye,fr FRA,MF,Marseille,22-020,1999,10.0,710,18,165,493,89,4,699,3,8,37.5,3,0,451,2229,1037,33,8,1,7,8,551,501,90.9,20,Matches
Bruno Guimarães,br BRA,MF,Lyon,23-089,1997,12.3,1038,32,190,674,278,17,1014,14,20,70.0,14,2,800,4935,2653,129,49,4,10,10,862,797,92.5,41,Matches
Sehrou Guirassy,fr FRA,FW,Rennes,24-338,1996,9.7,357,9,15,223,136,46,343,7,13,53.8,7,1,238,1102,363,24,7,3,27,21,469,291,62.0,93,Matches
Malo Gusto,fr FRA,MF,Lyon,17-270,2003,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Matches
Massadio Haïdara,ml MLI,DF,Lens,28-073,1992,12.9,901,24,229,579,149,14,817,9,14,64.3,9,0,561,3188,2055,82,16,1,8,8,635,571,89.9,9,Matches
Pierre-Yves Hamel,fr FRA,FW,Lorient,27-010,1994,8.7,289,8,24,158,113,27,271,3,5,60.0,3,0,137,420,228,12,2,1,30,18,332,190,57.2,46,Matches
Romain Hamouma,fr FRA,FW,Saint-Étienne,33-321,1987,15.4,743,8,67,333,396,77,669,29,68,42.6,35,4,518,2633,1354,84,20,11,48,42,833,520,62.4,145,Matches
Dalbert Henrique,br BRA,DF,Rennes,27-158,1993,2.5,197,6,50,94,63,4,174,0,2,0.0,0,0,132,526,298,17,7,2,1,2,142,134,94.4,5,Matches
Luis Henrique,br BRA,"FW,MF",Marseille,19-061,2001,0.6,58,0,6,16,37,4,57,2,3,66.7,2,0,45,293,127,7,0,1,2,1,61,48,78.7,16,Matches
Christophe Hérelle,mq MTQ,DF,Brest,28-175,1992,13.3,909,117,478,459,25,5,885,3,3,100.0,3,0,608,2967,1676,33,6,0,2,2,648,637,98.3,0,Matches
Jérôme Hergault,fr FRA,DF,Lorient,34-314,1986,6.0,339,15,121,140,98,2,284,4,5,80.0,4,1,182,854,414,21,10,0,3,5,224,195,87.1,4,Matches
Ander Herrera,es ESP,MF,Paris S-G,31-183,1989,12.5,1229,37,217,733,333,25,1209,10,13,76.9,10,1,825,3098,1526,80,24,0,11,5,1043,986,94.5,57,Matches
Vitorino Hilton,br BRA,DF,Montpellier,43-153,1977,12.1,681,99,426,285,18,13,656,1,1,100.0,1,0,395,2216,1175,11,1,0,4,2,425,418,98.4,2,Matches
Franck Honorat,fr FRA,"MF,FW",Brest,24-186,1996,15.3,734,27,136,267,407,51,677,13,35,37.1,15,2,467,2777,1812,76,38,13,27,22,675,495,73.3,101,Matches
Fraser Hornby,sco SCO,FW,Reims,21-153,1999,0.4,13,0,1,5,7,2,13,0,0,,0,0,3,15,1,0,0,0,1,0,21,11,52.4,4,Matches
Adrien Hunou,fr FRA,"FW,MF",Rennes,27-025,1994,5.8,235,2,11,93,140,33,226,1,2,50.0,1,0,128,585,239,14,5,3,16,6,307,184,59.9,63,Matches
Didier Ibrahim Ndong,ga GAB,MF,Dijon,26-241,1994,23.0,1352,57,385,934,132,6,1332,17,26,65.4,20,0,900,5052,2249,76,15,2,16,26,1041,947,91.0,24,Matches
Mauro Icardi,ar ARG,FW,Paris S-G,27-360,1993,7.1,150,2,9,64,82,51,140,2,2,100.0,2,0,77,348,157,6,2,0,9,4,192,103,53.6,48,Matches
Jonathan Ikone,fr FRA,"MF,FW",Lille,22-287,1998,15.5,607,5,62,327,291,40,593,25,44,56.8,28,1,481,2619,1586,85,32,15,35,43,686,490,71.4,94,Matches
Yun Il-lok,kr KOR,"MF,FW",Montpellier,28-343,1992,3.5,137,1,13,87,44,4,130,1,5,20.0,1,0,77,405,211,11,3,1,3,5,139,87,62.6,13,Matches
Corentin Jean,fr FRA,"FW,MF",Lens,25-213,1995,3.9,167,4,17,80,82,16,157,7,8,87.5,7,0,122,746,387,16,7,2,5,14,191,123,64.4,33,Matches
Jesé,es ESP,FW,Paris S-G,27-353,1993,0.3,12,0,0,4,8,5,12,0,1,0.0,0,0,11,12,2,0,0,0,1,1,12,10,83.3,4,Matches
Stevan Jovetić,me MNE,"FW,MF",Monaco,31-103,1989,4.3,272,4,22,132,137,23,252,10,14,71.4,10,0,178,1000,572,33,10,2,11,6,270,194,71.9,48,Matches
Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,26-294,1994,8.4,491,4,57,239,227,29,460,23,35,65.7,23,1,373,1738,1049,55,12,12,16,14,457,359,78.6,60,Matches
Tino Kadewere,zw ZIM,FW,Lyon,25-039,1996,17.0,707,24,93,281,370,101,701,23,47,48.9,25,3,480,2092,1153,74,20,18,37,36,710,495,69.7,156,Matches
Gaël Kakuta,cd COD,"MF,FW",Lens,29-237,1991,18.0,1083,5,89,580,467,42,991,32,61,52.5,35,4,708,3339,1737,108,26,11,46,52,930,776,83.4,100,Matches
Arnaud Kalimuendo,fr FRA,"FW,MF",Lens,19-023,2002,7.8,273,0,12,139,148,35,264,13,22,59.1,16,1,211,1322,825,47,15,12,15,19,405,219,54.1,73,Matches
Arnaud Kalimuendo,fr FRA,FW,Paris S-G,19-023,2002,0.8,32,0,0,8,24,3,31,3,5,60.0,3,0,28,68,26,2,0,1,2,2,40,29,72.5,14,Matches
