player,nationality,position,squad,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,matches
Jonas Omlin,ch SUI,GK,Montpellier,27-034,1994,18.7,642,573,640,2,0,0,445,1,1,100.0,1,0,284,1508,939,0,0,0,0,0,226,224,99.1,0,Matches
Henry Onyekuru,ng NGA,FW,Monaco,23-253,1997,1.6,46,0,7,22,25,5,46,4,6,66.7,4,0,33,246,166,8,5,1,2,2,68,36,52.9,11,Matches
Otávio,br BRA,MF,Bordeaux,26-285,1994,17.3,1093,62,357,713,84,2,1074,6,12,50.0,7,1,738,2996,1284,33,7,0,8,8,783,751,95.9,3,Matches
Remi Oudin,fr FRA,"FW,MF",Bordeaux,24-087,1996,17.3,862,34,200,402,315,52,822,12,30,40.0,12,1,555,2844,1373,71,19,14,30,21,774,604,78.0,97,Matches
Alexandre Oukidja,dz ALG,GK,Metz,32-209,1988,23.0,789,684,782,8,0,0,507,2,2,100.0,2,0,300,1733,983,0,0,0,1,0,224,223,99.6,0,Matches
Ambroise Oyongo,cm CMR,DF,Montpellier,29-236,1991,6.2,377,35,144,189,69,1,319,2,5,40.0,2,0,227,1093,534,27,5,0,5,4,238,221,92.9,6,Matches
Pablo,br BRA,DF,Bordeaux,29-237,1991,12.0,841,109,499,373,15,12,833,0,0,,0,0,546,2761,1269,14,0,0,5,3,579,566,97.8,0,Matches
Vincent Pajot,fr FRA,MF,Metz,30-178,1990,7.1,413,14,116,256,57,7,394,3,3,100.0,3,0,235,1105,507,19,3,0,1,5,288,261,90.6,10,Matches
Nicolas Pallois,fr FRA,DF,Nantes,33-147,1987,19.8,1122,131,549,597,30,10,1087,13,19,68.4,14,1,647,3546,2063,61,7,0,4,7,638,613,96.1,5,Matches
Jonathan Panzo,eng ENG,DF,Dijon,20-111,2000,13.3,878,163,613,303,14,6,860,6,6,100.0,6,0,541,3137,1599,25,3,0,3,1,588,577,98.1,1,Matches
Lucas Paquetá,br BRA,MF,Lyon,23-170,1997,13.6,831,21,165,490,226,36,817,17,28,60.7,18,1,640,2936,1652,82,18,6,13,23,662,599,90.5,50,Matches
Gaëtan Paquiez,fr FRA,DF,Nîmes,26-364,1994,9.1,438,42,151,214,101,4,346,4,12,33.3,5,0,198,1123,764,28,10,1,7,4,235,200,85.1,5,Matches
Rubén Pardo,es ESP,"MF,FW",Bordeaux,28-114,1992,0.3,15,0,1,9,6,0,14,0,0,,0,0,10,35,6,0,0,0,1,0,12,12,100.0,1,Matches
Leandro Paredes,ar ARG,MF,Paris S-G,26-229,1994,9.3,999,39,219,695,140,1,973,2,4,50.0,2,0,725,3287,1860,61,14,0,5,3,832,820,98.6,7,Matches
Mateo Pavlović,ba BIH,DF,Angers,30-249,1990,5.4,278,37,165,126,6,6,271,0,0,,0,0,161,827,358,5,0,0,1,1,178,173,97.2,3,Matches
Strahinja Pavlović,rs SRB,DF,Monaco,19-265,2001,0.0,3,0,2,0,1,1,3,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,100.0,1,Matches
Dimitri Payet,fr FRA,"FW,MF",Marseille,33-321,1987,12.4,766,16,85,376,358,43,678,23,35,65.7,24,0,521,2615,1550,83,27,12,18,30,691,565,81.8,78,Matches
Yohann Pelé,fr FRA,GK,Marseille,38-101,1982,1.0,27,24,26,1,0,0,21,0,0,,0,0,7,26,25,0,0,0,0,0,11,11,100.0,0,Matches
Pietro Pellegri,it ITA,"FW,MF",Monaco,19-333,2001,2.3,74,0,6,29,47,18,74,3,6,50.0,4,0,49,334,211,10,2,5,6,10,122,58,47.5,20,Matches
Andy Pelmard,fr FRA,DF,Nice,20-338,2000,10.1,793,68,359,450,49,2,746,4,5,80.0,4,0,569,3821,2194,60,8,1,3,4,612,591,96.6,3,Matches
Timothee Pembele,fr FRA,DF,Paris S-G,18-157,2002,4.2,304,21,94,165,70,11,283,7,13,53.8,7,0,213,966,569,26,13,3,5,4,238,225,94.5,6,Matches
Mathias Pereira Lage,pt POR,"FW,MF",Angers,24-075,1996,10.4,422,18,75,213,171,24,415,15,26,57.7,17,0,278,1383,724,30,22,2,19,16,445,285,64.0,57,Matches
Danilo Pereira,pt POR,"DF,MF",Paris S-G,29-157,1991,5.8,495,36,214,290,29,7,490,4,4,100.0,4,1,349,1689,950,23,1,0,1,6,383,377,98.4,2,Matches
Manuel Perez,fr FRA,MF,Lens,29-278,1991,1.4,59,5,13,39,9,0,56,0,0,,0,0,29,120,43,3,1,0,1,2,31,30,96.8,1,Matches
Romain Perraud,fr FRA,DF,Brest,23-144,1997,20.9,1470,83,523,648,433,30,1266,22,38,57.9,25,3,936,5550,3393,116,52,7,15,14,1012,895,88.4,44,Matches
Lucas Perrin,fr FRA,DF,Marseille,22-086,1998,1.5,68,9,37,31,6,3,64,0,0,,0,0,29,160,80,3,1,0,1,0,35,34,97.1,0,Matches
Rayan Philippe,fr FRA,FW,Dijon,20-113,2000,1.0,33,1,1,14,20,8,29,0,1,0.0,0,0,20,50,15,2,1,1,6,6,39,22,56.4,7,Matches
Romain Philippoteaux,fr FRA,FW,Nîmes,32-348,1988,2.4,99,0,14,41,51,9,91,4,10,40.0,4,2,59,236,131,9,3,0,2,1,90,66,73.3,12,Matches
Romain Philippoteaux,fr FRA,"MF,FW",Brest,32-348,1988,5.1,220,6,47,86,103,12,214,5,12,41.7,6,0,157,764,381,19,2,2,11,4,204,155,76.0,31,Matches
Jérémy Pied,fr FRA,DF,Lille,31-356,1989,2.6,227,6,52,121,74,3,198,1,1,100.0,1,0,132,815,492,29,10,0,0,4,159,148,93.1,9,Matches
Ronaël Pierre-Gabriel,fr FRA,DF,Brest,22-245,1998,16.1,1062,60,347,528,253,16,900,30,41,73.2,30,1,671,3033,1751,62,21,4,8,10,700,640,91.4,36,Matches
Maxime Poundjé,fr FRA,DF,Bordeaux,28-181,1992,3.2,190,7,54,108,41,0,166,3,4,75.0,3,0,128,774,452,23,4,0,1,3,134,127,94.8,4,Matches
Sanjin Prcić,ba BIH,MF,Strasbourg,27-085,1993,3.4,225,5,66,141,41,0,212,1,2,50.0,2,0,151,777,417,15,3,0,1,1,158,148,93.7,3,Matches
Nicolas de Préville,fr FRA,"MF,FW",Bordeaux,30-036,1991,11.9,641,6,92,369,240,40,591,24,53,45.3,26,1,448,2513,1373,60,24,8,30,42,635,453,71.3,83,Matches
Anthony Racioppi,ch SUI,GK,Dijon,22-044,1998,15.0,522,481,520,2,0,0,346,1,1,100.0,1,0,197,775,460,0,0,0,1,0,190,188,98.9,0,Matches
Nemanja Radonjić,rs SRB,FW,Marseille,24-364,1996,4.4,211,2,30,92,104,22,207,8,19,42.1,8,1,152,863,620,38,4,7,8,15,244,151,61.9,32,Matches
Aleksandar Radovanović,rs SRB,DF,Lens,27-094,1993,1.0,51,4,27,26,0,0,49,0,0,,0,0,29,138,41,0,0,0,0,0,35,34,97.1,0,Matches
Rafinha,br BRA,MF,Paris S-G,28-001,1993,8.8,771,11,126,443,261,26,743,23,31,74.2,24,3,584,3066,1604,80,25,5,21,19,653,594,91.0,44,Matches
Predrag Rajković,rs SRB,GK,Reims,25-105,1995,22.5,889,723,882,10,0,0,618,0,0,,0,0,413,2287,1095,0,0,0,0,0,374,373,99.7,0,Matches
Jeff Reine-Adélaïde,fr FRA,"MF,FW",Nice,23-027,1998,11.8,751,11,108,465,254,28,723,43,59,72.9,43,3,606,3026,1480,73,27,5,28,43,716,604,84.4,67,Matches
Jeff Reine-Adélaïde,fr FRA,FW,Lyon,23-027,1998,0.3,25,0,1,10,19,1,22,3,5,60.0,3,0,23,130,81,5,3,1,1,0,22,21,95.5,5,Matches
Panagiotis Retsos,gr GRE,DF,Saint-Étienne,22-188,1998,3.0,215,29,116,109,8,2,211,3,3,100.0,3,0,138,917,625,18,3,0,0,1,142,136,95.8,1,Matches
Baptiste Reynet,fr FRA,GK,Nîmes,30-108,1990,23.0,1019,845,1013,8,3,1,749,0,0,,0,0,490,2208,1294,0,0,0,0,0,485,485,100.0,1,Matches
Sergio Rico,es ESP,GK,Paris S-G,27-165,1993,7.5,203,178,202,1,0,0,147,0,0,,0,0,86,315,152,0,0,0,2,0,84,82,97.6,0,Matches
Renaud Ripart,fr FRA,"FW,MF",Nîmes,27-336,1993,19.8,987,55,228,475,346,50,906,22,48,45.8,24,3,565,2588,1319,62,19,4,36,26,819,603,73.6,89,Matches
Mihailo Ristić,rs SRB,DF,Montpellier,25-105,1995,15.8,1004,53,278,487,306,12,856,15,30,50.0,16,3,610,3673,1972,76,30,2,17,20,672,607,90.3,33,Matches
Maxence Rivera,fr FRA,"MF,FW",Saint-Étienne,18-259,2002,2.1,138,2,30,73,51,2,136,4,11,36.4,5,1,92,496,347,13,6,1,11,3,116,94,81.0,18,Matches
Christopher Rocchia,fr FRA,DF,Marseille,23-012,1998,0.1,12,0,1,5,8,0,10,0,1,0.0,0,0,8,36,32,0,0,0,1,1,8,7,87.5,1,Matches
Valentin Rongier,fr FRA,MF,Marseille,26-068,1994,16.8,1305,35,292,874,222,13,1285,19,28,67.9,22,0,812,3990,1976,87,20,3,16,16,1000,911,91.1,38,Matches
Nolan Roux,fr FRA,FW,Nîmes,32-349,1988,7.1,217,4,23,114,91,13,202,3,3,100.0,3,0,125,539,242,13,4,1,15,11,289,147,50.9,50,Matches
Daniele Rugani,it ITA,DF,Rennes,26-199,1994,1.0,70,5,35,40,1,1,69,1,1,100.0,1,0,55,230,131,1,0,0,0,0,51,51,100.0,0,Matches
Kays Ruiz,ma MAR,"FW,MF",Paris S-G,18-171,2002,2.1,209,4,49,121,75,4,209,5,10,50.0,6,2,173,983,552,24,15,1,3,4,198,187,94.4,8,Matches
Georginio Rutter,fr FRA,"FW,MF",Rennes,18-299,2002,0.5,32,0,3,18,15,3,30,0,4,0.0,1,0,16,20,11,1,0,0,5,2,36,20,55.6,4,Matches
Roli Pereira de Sa,fr FRA,MF,Nantes,24-065,1996,0.1,9,0,3,6,1,0,8,0,0,,0,0,7,33,21,0,0,0,0,0,7,7,100.0,0,Matches
Idriss Saadi,dz ALG,"FW,MF",Strasbourg,29-005,1992,1.3,42,0,2,12,29,13,40,2,3,66.7,2,0,29,167,47,4,0,1,2,2,53,32,60.4,17,Matches
Youssouf Sabaly,sn SEN,DF,Bordeaux,27-345,1993,20.5,1464,70,411,803,333,8,1250,24,45,53.3,27,1,920,4161,2457,96,34,3,22,25,995,911,91.6,34,Matches
Hiroki Sakai,jp JPN,DF,Marseille,30-307,1990,20.1,1327,59,370,706,308,23,1094,7,16,43.8,7,0,623,3104,1866,69,18,7,12,18,809,710,87.8,42,Matches
Moïse Sakava,cm CMR,MF,Reims,20-049,2000,0.1,8,0,1,4,4,0,8,0,0,,0,0,5,30,17,1,0,0,0,0,7,7,100.0,0,Matches
William Saliba,fr FRA,DF,Nice,19-326,2001,7.0,548,99,334,271,9,2,531,6,7,85.7,7,0,402,3109,1984,31,3,0,2,2,393,387,98.5,0,Matches
Romain Salin,fr FRA,GK,Rennes,36-199,1984,15.0,579,455,576,5,0,0,419,0,0,,0,0,272,1365,759,0,0,0,0,0,246,245,99.6,0,Matches
Mama Samba Baldé,gw GNB,FW,Dijon,25-099,1995,15.6,540,20,46,258,268,77,518,17,39,43.6,24,2,324,1258,681,38,13,7,53,35,812,383,47.2,117,Matches
Junior Sambia,fr FRA,"DF,MF",Montpellier,24-159,1996,15.4,1002,36,255,523,308,22,859,18,43,41.9,21,3,615,2965,1950,95,38,6,14,27,696,620,89.1,38,Matches
Frédéric Sammaritano,fr FRA,"FW,MF",Dijon,34-327,1986,9.1,446,9,72,228,178,21,414,9,13,69.2,9,1,310,1649,888,49,13,0,14,22,433,326,75.3,66,Matches
Renato Sanches,pt POR,MF,Lille,23-179,1997,8.0,729,22,138,473,177,10,685,15,24,62.5,16,1,568,2575,1570,63,20,4,9,18,603,566,93.9,16,Matches
Morgan Sanson,fr FRA,MF,Marseille,26-179,1994,9.2,452,8,75,271,144,18,439,8,15,53.3,10,1,289,1709,914,43,11,1,22,23,419,310,74.0,47,Matches
Baptiste Santamaria,fr FRA,MF,Angers,25-341,1995,3.0,193,5,45,124,38,3,187,1,1,100.0,1,0,127,658,348,10,4,0,4,4,127,122,96.1,4,Matches
Pablo Sarabia,es ESP,"FW,MF",Paris S-G,28-278,1992,9.9,535,7,47,231,286,62,513,7,15,46.7,8,1,381,1841,1112,72,18,10,19,9,516,422,81.8,98,Matches
Bouna Sarr,gn GUI,DF,Marseille,29-013,1992,0.8,76,4,17,32,31,1,64,2,4,50.0,2,0,51,235,161,7,2,0,4,1,60,47,78.3,4,Matches
Sidy Sarr,sn SEN,MF,Nîmes,24-253,1996,3.7,188,8,60,113,30,6,183,4,4,100.0,4,0,122,554,291,6,1,0,4,2,142,118,83.1,4,Matches
Téji Savanier,fr FRA,MF,Montpellier,29-053,1991,14.6,949,17,139,497,380,34,821,41,60,68.3,44,4,605,3363,1760,77,23,5,28,31,683,598,87.6,65,Matches
Aurélien Scheidler,fr FRA,FW,Dijon,22-254,1998,3.8,113,6,10,68,45,8,104,1,4,25.0,1,0,63,289,102,6,4,0,6,6,172,81,47.1,34,Matches
Morgan Schneiderlin,fr FRA,MF,Nice,31-097,1989,14.8,1108,61,363,702,123,11,1075,6,9,66.7,6,0,737,3323,1584,45,13,1,8,5,829,807,97.3,12,Matches
Jean Seri,ci CIV,MF,Bordeaux,29-209,1991,0.4,30,1,7,24,1,0,29,0,0,,0,0,21,71,44,2,1,0,0,0,25,23,92.0,0,Matches
Mahame Siby,fr FRA,MF,Strasbourg,24-221,1996,0.1,12,0,4,7,2,0,12,0,0,,0,0,11,35,20,2,1,0,1,0,13,10,76.9,0,Matches
Abdoulaye Sidibé,fr FRA,MF,Saint-Étienne,19-004,2002,0.1,4,0,1,2,1,0,4,0,0,,0,0,2,12,8,1,0,0,1,0,5,1,20.0,0,Matches
Djibril Sidibé,fr FRA,DF,Monaco,28-199,1992,11.7,984,47,280,572,209,3,820,4,8,50.0,5,0,570,3345,2042,60,24,1,5,7,629,599,95.2,7,Matches
Kaj Sierhuis,nl NED,FW,Reims,22-292,1998,6.0,196,4,15,85,105,31,190,10,13,76.9,11,1,118,476,238,15,8,1,19,12,238,144,60.5,45,Matches
Caio Henrique Oliveira Silva,br BRA,DF,Monaco,23-197,1997,12.7,785,26,218,376,250,17,665,4,9,44.4,6,0,493,3001,1755,84,23,5,16,6,527,468,88.8,47,Matches
Florent da Silva,fr FRA,FW,Lyon,17-317,2003,0.0,1,0,0,0,1,0,1,0,0,,0,0,1,1,0,0,0,0,0,0,1,1,100.0,0,Matches
Gabriel Silva,br BRA,DF,Saint-Étienne,29-276,1991,0.9,55,1,15,33,11,0,41,1,1,100.0,1,0,31,123,65,2,1,0,2,0,35,31,88.6,3,Matches
Mohamed Simakan,fr FRA,DF,Strasbourg,20-286,2000,17.9,1042,102,451,553,110,27,978,10,15,66.7,10,1,704,4352,2592,73,13,4,5,8,671,638,95.1,19,Matches
Moses Simon,ng NGA,"MF,FW",Nantes,25-216,1995,14.2,548,13,83,225,290,62,514,22,43,51.2,23,2,395,2715,1723,93,22,26,25,30,549,369,67.2,79,Matches
Ibrahima Sissoko,fr FRA,MF,Strasbourg,23-109,1997,19.6,984,50,260,621,177,24,972,12,20,60.0,12,1,629,3287,1679,77,26,3,17,22,674,610,90.5,28,Matches
Nelson Sissoko,fr FRA,DF,Saint-Étienne,23-343,1997,5.3,336,18,116,182,63,1,274,6,11,54.5,6,1,186,1084,556,24,8,0,3,3,179,173,96.6,9,Matches
Petar Škuletić,rs SRB,"FW,MF",Montpellier,30-229,1990,1.0,47,1,5,22,23,13,45,0,0,,0,0,23,66,23,2,1,1,5,2,74,38,51.4,9,Matches
Islam Slimani,dz ALG,FW,Lyon,32-240,1988,0.8,55,0,0,20,36,8,53,0,1,0.0,1,0,31,91,43,3,0,1,5,0,64,46,71.9,6,Matches
Brandon Soppy,fr FRA,"DF,MF",Rennes,18-358,2002,4.1,316,20,98,157,81,6,275,7,14,50.0,7,0,196,876,547,33,8,3,4,7,203,181,89.2,10,Matches
Florian Sotoca,fr FRA,FW,Lens,30-111,1990,19.7,943,15,65,484,450,108,916,20,36,55.6,21,0,580,2926,1340,70,26,9,46,28,1081,738,68.3,224,Matches
Cheick Souaré,fr FRA,MF,Marseille,18-163,2002,0.1,6,0,1,3,2,0,6,0,0,,0,0,1,13,0,0,0,0,0,0,2,2,100.0,0,Matches
Rayan Souici,fr FRA,DF,Saint-Étienne,22-351,1998,0.1,9,0,3,7,0,0,9,0,0,,0,0,6,23,17,0,0,0,0,0,5,5,100.0,0,Matches
Adama Soumaoro,fr FRA,DF,Lille,28-240,1992,1.6,130,6,59,73,4,1,128,0,0,,0,0,94,313,139,3,1,0,0,0,102,101,99.0,0,Matches
Boubakary Soumaré,fr FRA,MF,Lille,21-352,1999,12.7,1039,24,160,789,154,7,1023,16,19,84.2,16,0,720,4272,1949,84,21,0,7,17,849,806,94.9,24,Matches
Yaya Soumaré,fr FRA,FW,Lyon,21-021,2000,0.0,1,0,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,2,1,50.0,0,Matches
Arnaud Souquet,fr FRA,DF,Montpellier,29-001,1992,10.5,602,36,196,257,181,7,487,6,12,50.0,6,1,287,1617,1039,47,15,1,15,13,347,312,89.9,21,Matches
Saidou Sow,gn GUI,DF,Saint-Étienne,18-224,2002,7.1,442,45,257,205,4,0,435,2,2,100.0,2,0,269,1416,618,10,0,0,3,1,278,270,97.1,0,Matches
Kevin Strootman,nl NED,MF,Marseille,31-000,1990,2.6,218,14,51,148,29,4,213,2,3,66.7,2,0,124,550,298,10,1,1,2,5,164,154,93.9,3,Matches
Issiaga Sylla,gn GUI,DF,Lens,27-043,1994,11.2,764,29,165,396,256,19,633,21,34,61.8,21,0,423,2120,1245,61,25,2,12,15,514,425,82.7,39,Matches
Eddy Sylvestre,fr FRA,"FW,MF",Nice,21-168,1999,1.1,47,0,5,25,20,2,44,1,2,50.0,1,0,34,105,45,4,1,0,2,2,50,38,76.0,5,Matches
Flavien Tait,fr FRA,"MF,FW",Rennes,28-011,1993,6.6,418,5,61,239,151,24,400,15,25,60.0,15,0,310,1711,1042,62,17,4,13,16,367,310,84.5,37,Matches
Heriberto Tavares,pt POR,"MF,FW",Brest,23-360,1997,0.5,20,0,2,11,8,2,19,0,1,0.0,1,0,12,30,9,1,0,0,2,1,16,14,87.5,2,Matches
Warren Tchimbembé,fr FRA,"MF,FW",Metz,22-298,1998,4.9,263,8,70,164,52,6,257,2,3,66.7,2,0,183,1081,591,23,11,0,6,8,229,190,83.0,10,Matches
Aurélien Tchouaméni,fr FRA,MF,Monaco,21-017,2000,21.5,1408,45,301,922,274,40,1384,19,25,76.0,20,0,925,4902,2185,96,27,3,15,28,1038,958,92.3,44,Matches
Martin Terrier,fr FRA,"FW,MF",Rennes,23-346,1997,14.1,603,2,44,281,315,67,592,17,31,54.8,18,0,396,1911,1066,53,19,11,31,23,687,468,68.1,125,Matches
Kenny Tete,nl NED,DF,Lyon,25-127,1995,0.2,31,1,10,12,10,1,27,0,0,,0,0,20,82,21,1,0,1,1,2,19,19,100.0,2,Matches
Florian Thauvin,fr FRA,"FW,MF",Marseille,28-018,1993,18.0,1070,8,96,514,534,74,977,46,76,60.5,48,4,750,3987,2241,129,36,19,46,53,1059,800,75.5,131,Matches
Sada Thioub,sn SEN,"FW,MF",Angers,25-257,1995,10.0,616,12,112,292,276,42,609,33,58,56.9,35,1,512,3036,1801,91,26,10,34,37,570,472,82.8,75,Matches
Romain Thomas,fr FRA,DF,Angers,32-246,1988,19.6,1118,174,666,486,15,13,1087,4,5,80.0,4,0,627,2820,1314,14,0,0,5,5,705,663,94.0,4,Matches
Adrien Thomasson,fr FRA,MF,Strasbourg,27-065,1993,16.4,837,5,89,431,358,71,814,14,31,45.2,14,0,600,2217,880,47,15,7,33,36,824,613,74.4,114,Matches
Khéphren Thuram-Ulie,fr FRA,MF,Nice,19-324,2001,11.3,801,23,206,545,109,4,791,9,11,81.8,10,0,524,2898,1483,46,15,1,4,7,658,624,94.8,18,Matches
Cheikh Tidiane Sabaly,sn SEN,MF,Metz,21-346,1999,0.1,8,0,1,3,6,0,8,0,0,,0,0,8,34,19,1,1,0,1,1,7,7,100.0,1,Matches
Jean-Clair Todibo,fr FRA,DF,Nice,21-045,1999,1.8,144,23,100,53,3,1,141,0,1,0.0,0,0,107,620,320,2,1,0,0,0,105,104,99.0,0,Matches
Karl Toko Ekambi,cm CMR,FW,Lyon,28-152,1992,18.3,765,4,77,384,378,115,756,34,52,65.4,36,1,570,3745,2260,126,40,30,36,29,877,621,70.8,147,Matches
Tyron Tormin,fr FRA,"MF,FW",Saint-Étienne,19-229,2001,0.2,10,0,2,7,1,0,10,0,0,,0,0,5,21,5,0,0,0,0,0,17,7,41.2,0,Matches
Abdoulaye Touré,fr FRA,MF,Nantes,26-347,1994,12.6,838,26,147,594,146,15,834,12,19,63.2,13,2,558,2340,1181,56,17,0,14,14,692,631,91.2,24,Matches
Amadou Traore,fr FRA,"MF,FW",Bordeaux,18-343,2002,1.2,53,2,10,20,26,7,52,3,8,37.5,3,0,41,228,132,6,2,1,3,6,63,39,61.9,10,Matches
Charles Traore,ml MLI,DF,Nantes,29-043,1992,10.4,719,32,230,372,154,4,611,3,8,37.5,4,0,361,1560,935,37,11,1,7,11,409,382,93.4,9,Matches
Hamari Traoré,ml MLI,DF,Rennes,29-017,1992,19.5,1692,31,336,957,510,26,1458,15,19,78.9,17,0,1022,5009,2947,158,59,4,14,13,1175,1091,92.9,71,Matches
Ismaël Traoré,ci CIV,DF,Angers,34-179,1986,23.0,1349,161,732,648,60,20,1302,10,13,76.9,10,0,921,4267,2224,50,10,1,5,2,904,887,98.1,9,Matches
Miguel Trauco,pe PER,DF,Saint-Étienne,28-172,1992,12.9,966,26,292,480,250,10,825,5,11,45.5,5,0,601,2346,1305,45,14,1,9,10,634,588,92.7,17,Matches
Alexis Trouillet,fr FRA,MF,Nice,20-052,2000,0.7,65,0,8,45,20,3,63,1,2,50.0,1,0,56,302,176,7,3,1,2,0,57,52,91.2,7,Matches
Adrien Truffert,fr FRA,"DF,MF",Rennes,19-085,2001,12.1,826,16,178,390,308,31,728,9,15,60.0,9,0,523,2536,1345,76,18,4,12,20,616,547,88.8,39,Matches
Marvin Tshibuabua,fr FRA,DF,Saint-Étienne,19-036,2002,0.5,27,5,19,5,3,2,27,1,1,100.0,1,0,8,44,39,0,0,0,1,0,15,14,93.3,0,Matches
Matthieu Udol,fr FRA,DF,Metz,24-330,1996,12.0,746,33,227,355,215,12,618,16,21,76.2,16,2,407,2533,1654,74,29,7,10,17,430,396,92.1,17,Matches
Hwang Ui-jo,kr KOR,"FW,MF",Bordeaux,28-169,1992,15.3,462,13,61,230,202,63,449,17,37,45.9,19,1,333,1529,867,48,9,11,31,12,605,356,58.8,89,Matches
Marco Verratti,it ITA,MF,Paris S-G,28-100,1992,12.6,1582,32,240,1038,423,35,1555,25,29,86.2,26,1,1281,5739,3241,160,45,6,9,24,1400,1339,95.6,52,Matches
Kevin Volland,de GER,"FW,MF",Monaco,28-198,1992,18.3,678,5,51,331,329,105,667,15,29,51.7,16,0,421,1732,912,48,17,13,51,31,874,519,59.4,147,Matches
Franklin Wadja,cm CMR,MF,Lorient,25-288,1995,0.3,30,2,9,18,5,0,30,1,2,50.0,1,0,12,35,20,2,1,0,3,0,20,16,80.0,1,Matches
Timothy Weah,us USA,"MF,FW",Lille,20-357,2000,4.9,214,2,31,97,96,20,209,2,3,66.7,2,0,127,695,347,20,3,4,11,8,235,151,64.3,33,Matches
Yoane Wissa,cd COD,"FW,MF",Lorient,24-163,1996,18.3,692,18,115,378,258,65,684,32,51,62.7,34,2,484,2604,1685,84,25,16,43,31,695,475,68.3,113,Matches
Xeka,pt POR,MF,Lille,26-095,1994,7.9,549,21,90,391,98,11,533,2,2,100.0,2,0,363,2023,916,39,5,1,7,7,436,405,92.9,10,Matches
Yusuf Yazıcı,tr TUR,"FW,MF",Lille,24-015,1997,8.6,458,6,29,179,281,40,395,6,19,31.6,7,2,278,1277,721,45,21,0,19,15,471,310,65.8,78,Matches
Burak Yılmaz,tr TUR,FW,Lille,35-213,1985,14.9,541,17,35,248,287,74,514,7,15,46.7,7,1,309,1574,793,50,16,10,40,19,722,415,57.5,122,Matches
Wilitty Younoussa,cm CMR,"DF,MF",Dijon,19-157,2001,0.2,12,0,1,7,5,2,12,1,1,100.0,1,0,12,73,45,3,1,1,1,3,11,9,81.8,5,Matches
Zaydou Youssouf,fr FRA,MF,Saint-Étienne,21-217,1999,9.0,445,14,123,259,89,2,432,14,18,77.8,14,0,328,1653,675,23,2,1,11,23,366,319,87.2,18,Matches
Arber Zeneli,xk KVX,"MF,FW",Reims,25-354,1995,9.4,394,5,70,162,201,37,355,31,50,62.0,34,3,302,1740,1066,57,13,14,27,18,379,265,69.9,58,Matches
Mehdi Zerkane,dz ALG,"FW,MF",Bordeaux,21-213,1999,6.8,391,5,58,250,114,13,385,14,24,58.3,15,0,313,1941,900,43,11,0,12,13,355,308,86.8,25,Matches
Kévin Zohi,ml MLI,"FW,MF",Strasbourg,24-056,1996,4.3,225,1,25,119,96,16,222,14,25,56.0,17,1,170,834,486,32,7,5,8,9,211,167,79.1,23,Matches
