player,nationality,position,squad,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches
Virgil van Dijk,nl NED,DF,Liverpool,29-225,1991,4.1,295,327,90.2,7035,2127,61,65,93.8,176,186,94.6,58,75,77.3,0,0.0,0.0,0,26,0,0,20,Matches
Issa Diop,fr FRA,DF,West Ham,24-040,1997,4.3,180,204,88.2,3756,1081,58,61,95.1,86,91,94.5,34,48,70.8,0,0.0,0.0,0,9,0,0,7,Matches
Moussa Djenepo,ml MLI,MF,Southampton,22-248,1998,9.3,199,272,73.2,3095,780,106,130,81.5,75,92,81.5,13,23,56.5,0,0.5,-0.5,6,16,10,0,20,Matches
Matt Doherty,ie IRL,DF,Tottenham,29-033,1992,9.1,400,517,77.4,6308,2414,234,266,88.0,131,175,74.9,28,57,49.1,1,0.5,+0.5,6,14,6,2,29,Matches
Gabriel Dos Santos,br BRA,DF,Arsenal,23-061,1997,14.2,876,1012,86.6,18601,4970,235,258,91.1,479,515,93.0,155,225,68.9,0,0.0,0.0,1,51,1,0,30,Matches
Abdoulaye Doucouré,fr FRA,MF,Everton,28-048,1993,21.0,918,1060,86.6,15692,3300,432,483,89.4,373,409,91.2,88,114,77.2,3,2.2,+0.8,16,59,15,1,48,Matches
Paul Dummett,wal WAL,DF,Newcastle Utd,29-145,1991,1.9,38,49,77.6,604,333,24,24,100.0,12,16,75.0,2,7,28.6,0,0.0,0.0,0,6,0,0,2,Matches
Lewis Dunk,eng ENG,DF,Brighton,29-089,1991,21.0,1133,1279,88.6,26026,7111,284,301,94.4,592,627,94.4,247,335,73.7,0,0.5,-0.5,6,66,0,0,43,Matches
Jimmy Dunne,ie IRL,DF,Burnley,23-122,1997,2.0,60,89,67.4,1301,256,18,24,75.0,29,40,72.5,12,24,50.0,0,0.1,-0.1,2,0,1,0,1,Matches
Ederson,br BRA,GK,Manchester City,27-185,1993,23.0,560,665,84.2,15107,8765,73,76,96.1,321,323,99.4,160,259,61.8,1,0.4,+0.6,1,2,2,0,0,Matches
Kyle Edwards,eng ENG,"MF,FW",West Brom,23-001,1998,1.3,30,35,85.7,420,91,18,18,100.0,12,13,92.3,0,2,0.0,0,0.0,0.0,0,3,0,0,3,Matches
John Egan,ie IRL,DF,Sheffield Utd,28-121,1992,21.1,667,797,83.7,15612,5072,169,188,89.9,348,386,90.2,146,211,69.2,1,0.2,+0.8,2,61,5,0,50,Matches
Ahmed Elmohamady,eg EGY,DF,Aston Villa,33-162,1987,1.8,93,126,73.8,1663,696,38,43,88.4,43,58,74.1,10,20,50.0,0,0.3,-0.3,5,7,9,3,11,Matches
Mohamed Elneny,eg EGY,MF,Arsenal,28-222,1992,10.3,543,588,92.3,10742,2219,203,215,94.4,258,270,95.6,78,95,82.1,0,0.2,-0.2,4,43,5,0,31,Matches
Jonny Evans,nir NIR,DF,Leicester City,33-046,1988,19.7,1044,1210,86.3,22804,6603,266,294,90.5,585,628,93.2,187,275,68.0,1,0.2,+0.8,6,51,0,0,39,Matches
Eberechi Eze,eng ENG,MF,Crystal Palace,22-234,1998,17.7,603,763,79.0,9246,2934,359,402,89.3,176,221,79.6,48,104,46.2,3,1.7,+1.3,27,49,23,3,81,Matches
Łukasz Fabiański,pl POL,GK,West Ham,35-306,1985,23.0,410,651,63.0,16494,12007,39,40,97.5,127,129,98.4,243,481,50.5,0,0.0,0.0,0,15,0,0,0,Matches
Fabinho,br BRA,"DF,MF",Liverpool,27-118,1993,17.4,1268,1377,92.1,26865,6945,339,359,94.4,719,752,95.6,199,249,79.9,0,0.4,-0.4,3,59,3,1,57,Matches
Bruno Fernandes,pt POR,MF,Manchester Utd,26-163,1994,22.4,1102,1504,73.3,21359,6606,505,613,82.4,394,487,80.9,180,312,57.7,9,8.7,+0.3,66,128,69,6,163,Matches
Federico Fernández,ar ARG,DF,Newcastle Utd,31-363,1989,15.3,446,568,78.5,9971,2936,133,153,86.9,211,246,85.8,100,159,62.9,0,0.2,-0.2,3,14,2,1,15,Matches
Fernandinho,br BRA,MF,Manchester City,35-290,1985,5.8,433,499,86.8,8273,2009,191,208,91.8,183,204,89.7,56,79,70.9,0,0.0,0.0,1,69,5,1,48,Matches
Sam Field,eng ENG,MF,West Brom,22-286,1998,0.7,15,23,65.2,223,41,10,14,71.4,4,5,80.0,1,3,33.3,0,0.0,0.0,0,1,0,0,2,Matches
Roberto Firmino,br BRA,FW,Liverpool,29-139,1991,20.8,654,821,79.7,9654,2139,390,463,84.2,197,246,80.1,41,57,71.9,5,3.6,+1.4,27,46,21,0,71,Matches
John Fleck,sco SCO,MF,Sheffield Utd,29-178,1991,14.7,529,678,78.0,8476,2769,278,309,90.0,184,225,81.8,47,111,42.3,2,1.8,+0.2,21,68,17,1,60,Matches
Phil Foden,eng ENG,"FW,MF",Manchester City,20-266,2000,13.4,508,621,81.8,7664,1538,305,336,90.8,160,193,82.9,30,63,47.6,3,3.3,-0.3,25,25,16,1,44,Matches
Wesley Fofana,fr FRA,DF,Leicester City,20-063,2000,15.5,797,924,86.3,16900,4639,233,262,88.9,419,459,91.3,138,189,73.0,0,0.1,-0.1,3,59,0,0,44,Matches
Pablo Fornals,es ESP,"FW,MF",West Ham,24-362,1996,17.1,455,591,77.0,7558,2134,246,276,89.1,160,212,75.5,44,73,60.3,2,1.6,+0.4,16,39,20,3,60,Matches
Fraser Forster,eng ENG,GK,Southampton,32-338,1988,1.0,9,43,20.9,425,331,1,1,100.0,1,3,33.3,7,38,18.4,0,0.0,0.0,0,1,0,0,0,Matches
Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,23-047,1998,0.9,65,75,86.7,1070,258,30,34,88.2,32,34,94.1,3,6,50.0,0,0.3,-0.3,2,4,1,1,1,Matches
Ryan Fraser,sco SCO,"MF,FW",Newcastle Utd,26-360,1994,6.6,174,257,67.7,3066,1080,81,92,88.0,65,84,77.4,23,68,33.8,1,1.7,-0.7,17,5,9,8,15,Matches
Fred,br BRA,MF,Manchester Utd,27-350,1993,15.6,892,1022,87.3,17755,4457,336,368,91.3,388,423,91.7,155,196,79.1,0,1.8,-1.8,15,103,13,0,95,Matches
Ryan Fredericks,eng ENG,"DF,FW",West Ham,28-131,1992,4.9,157,219,71.7,2353,828,91,107,85.0,55,80,68.8,7,21,33.3,1,1.2,-0.2,12,8,11,7,13,Matches
Christian Fuchs,at AUT,DF,Leicester City,34-317,1986,7.8,478,589,81.2,9088,3503,204,229,89.1,218,256,85.2,55,93,59.1,0,0.0,0.0,1,42,2,1,33,Matches
Darnell Furlong,eng ENG,DF,West Brom,25-110,1995,18.6,424,703,60.3,7832,3328,201,253,79.4,160,262,61.1,55,156,35.3,2,1.7,+0.3,12,36,10,9,44,Matches
Conor Gallagher,eng ENG,MF,West Brom,21-012,2000,17.1,483,591,81.7,8706,1958,226,260,86.9,184,204,90.2,62,99,62.6,1,0.3,+0.7,7,52,10,1,34,Matches
Eric García,es ESP,DF,Manchester City,20-040,2001,2.2,208,221,94.1,4185,1213,68,72,94.4,111,114,97.4,28,34,82.4,0,0.1,-0.1,2,20,0,0,12,Matches
Dwight Gayle,eng ENG,FW,Newcastle Utd,30-124,1990,1.8,29,36,80.6,406,50,16,18,88.9,12,14,85.7,0,2,0.0,0,0.0,0.0,1,0,0,0,1,Matches
David de Gea,es ESP,GK,Manchester Utd,30-103,1990,21.5,365,475,76.8,9534,5848,104,105,99.0,145,150,96.7,113,216,52.3,0,0.0,0.0,0,3,0,0,0,Matches
Anwar El Ghazi,nl NED,FW,Aston Villa,25-291,1995,6.3,142,218,65.1,2001,570,90,112,80.4,37,56,66.1,9,30,30.0,0,0.9,-0.9,10,7,9,4,18,Matches
Kieran Gibbs,eng ENG,DF,West Brom,31-145,1989,9.0,223,313,71.2,3929,1436,103,118,87.3,97,133,72.9,21,55,38.2,0,0.3,-0.3,3,15,3,3,16,Matches
Morgan Gibbs-White,eng ENG,"FW,MF",Wolves,21-022,2000,1.1,44,56,78.6,655,139,28,32,87.5,12,13,92.3,3,8,37.5,0,0.1,-0.1,3,3,0,0,5,Matches
Billy Gilmour,sco SCO,MF,Chelsea,19-252,2001,0.4,30,36,83.3,672,59,8,9,88.9,13,18,72.2,8,8,100.0,0,0.0,0.0,0,2,0,0,0,Matches
Olivier Giroud,fr FRA,FW,Chelsea,34-141,1986,7.1,135,180,75.0,1607,201,98,125,78.4,21,31,67.7,5,5,100.0,0,0.7,-0.7,7,6,1,0,5,Matches
Ben Godfrey,eng ENG,DF,Everton,23-034,1998,15.7,557,662,84.1,10798,2828,193,220,87.7,274,305,89.8,72,103,69.9,1,0.0,+1.0,0,37,3,1,24,Matches
André Gomes,pt POR,MF,Everton,27-203,1993,10.7,459,547,83.9,9014,2082,197,227,86.8,177,195,90.8,75,105,71.4,1,0.2,+0.8,8,49,9,1,44,Matches
Joe Gomez,eng ENG,DF,Liverpool,23-271,1997,6.6,481,533,90.2,11374,3066,99,106,93.4,280,298,94.0,98,122,80.3,0,0.0,0.0,1,30,0,0,38,Matches
Anthony Gordon,eng ENG,"FW,MF",Everton,19-360,2001,1.0,22,26,84.6,365,94,12,13,92.3,8,8,100.0,2,4,50.0,0,0.0,0.0,1,1,2,0,3,Matches
Karlan Grant,eng ENG,"FW,MF",West Brom,23-153,1997,12.0,156,217,71.9,2224,307,88,113,77.9,54,63,85.7,7,14,50.0,0,0.0,0.0,0,4,4,0,8,Matches
Demarai Gray,eng ENG,FW,Leicester City,24-235,1996,0.2,7,12,58.3,87,14,5,5,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,Matches
Jack Grealish,eng ENG,"FW,MF",Aston Villa,25-161,1995,22.0,783,1002,78.1,13417,4649,399,473,84.4,272,320,85.0,87,144,60.4,10,8.0,+2.0,76,72,64,4,150,Matches
Mason Greenwood,eng ENG,FW,Manchester Utd,19-140,2001,11.1,333,394,84.5,5237,913,197,219,90.0,107,126,84.9,24,40,60.0,1,0.8,+0.2,9,13,9,2,24,Matches
Pascal Groß,de GER,MF,Brighton,29-248,1991,14.0,597,797,74.9,12165,3485,246,295,83.4,234,281,83.3,110,204,53.9,4,3.4,+0.6,40,48,29,11,61,Matches
Kamil Grosicki,pl POL,"FW,MF",West Brom,32-255,1988,1.6,32,49,65.3,532,171,13,16,81.3,15,20,75.0,2,10,20.0,1,0.1,+0.9,3,4,1,0,5,Matches
Vicente Guaita,es ESP,GK,Crystal Palace,34-039,1987,24.0,367,662,55.4,13502,9543,53,54,98.1,124,128,96.9,190,480,39.6,0,0.0,0.0,0,7,0,0,0,Matches
İlkay Gündoğan,de GER,MF,Manchester City,30-117,1990,15.3,1029,1143,90.0,17366,3469,520,550,94.5,405,441,91.8,86,118,72.9,1,3.4,-2.4,29,92,23,0,92,Matches
Antwoine Hackford,eng ENG,"DF,FW",Sheffield Utd,16-335,2004,0.1,1,1,100.0,4,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Sébastien Haller,ci CIV,FW,West Ham,26-241,1994,10.4,171,252,67.9,2749,525,99,137,72.3,47,64,73.4,17,28,60.7,0,1.2,-1.2,9,13,5,1,19,Matches
Rekeem Harper,eng ENG,MF,West Brom,20-347,2000,0.4,13,16,81.3,242,33,5,6,83.3,7,7,100.0,1,3,33.3,0,0.0,0.0,0,2,0,0,1,Matches
Jack Harrison,eng ENG,MF,Leeds United,24-090,1996,20.0,515,753,68.4,8611,2702,266,337,78.9,202,260,77.7,41,111,36.9,4,4.3,-0.3,38,22,43,12,70,Matches
Kortney Hause,eng ENG,DF,Aston Villa,25-217,1995,4.0,105,141,74.5,2305,613,22,29,75.9,63,74,85.1,18,34,52.9,0,0.0,0.0,0,8,0,0,6,Matches
Kai Havertz,de GER,"MF,FW",Chelsea,21-252,1999,10.9,463,544,85.1,6836,1107,271,299,90.6,144,168,85.7,30,39,76.9,2,1.3,+0.7,13,32,13,2,32,Matches
Isaac Hayden,eng ENG,"MF,DF",Newcastle Utd,25-333,1995,17.1,533,663,80.4,10459,2359,195,228,85.5,265,305,86.9,71,100,71.0,0,0.3,-0.3,4,36,1,1,30,Matches
Michael Hector,jm JAM,DF,Fulham,28-214,1992,2.9,139,175,79.4,3485,1313,21,25,84.0,78,83,94.0,39,64,60.9,0,0.0,0.0,1,10,1,0,11,Matches
Ahmed Hegazi,eg EGY,DF,West Brom,30-024,1991,1.0,37,52,71.2,829,381,11,13,84.6,18,25,72.0,8,13,61.5,0,0.0,0.0,0,1,0,0,2,Matches
Dean Henderson,eng ENG,GK,Manchester Utd,23-343,1997,2.5,49,63,77.8,1188,609,9,9,100.0,26,26,100.0,14,27,51.9,0,0.0,0.0,0,0,0,0,0,Matches
Jordan Henderson,eng ENG,"MF,DF",Liverpool,30-246,1990,18.6,1545,1784,86.6,32206,8382,505,549,92.0,768,813,94.5,255,386,66.1,1,1.4,-0.4,12,202,29,1,140,Matches
Jeff Hendrick,ie IRL,MF,Newcastle Utd,29-018,1992,14.5,396,491,80.7,7045,1701,178,208,85.6,163,183,89.1,46,70,65.7,1,0.7,+0.3,4,27,5,1,34,Matches
Pablo Hernández,es ESP,MF,Leeds United,35-313,1985,3.1,203,273,74.4,3964,1297,85,107,79.4,85,105,81.0,31,46,67.4,2,0.6,+1.4,5,33,8,1,44,Matches
Son Heung-min,kr KOR,FW,Tottenham,28-225,1992,21.9,542,714,75.9,8432,2113,304,355,85.6,162,203,79.8,51,112,45.5,6,4.4,+1.6,41,22,15,1,40,Matches
Ki-Jana Hoever,nl NED,DF,Wolves,19-031,2002,3.3,140,187,74.9,2389,839,71,80,88.8,55,81,67.9,11,17,64.7,0,0.1,-0.1,2,8,2,1,9,Matches
Rob Holding,eng ENG,DF,Arsenal,25-151,1995,19.5,1076,1210,88.9,24620,6739,256,270,94.8,593,637,93.1,223,294,75.9,1,0.2,+0.8,4,78,6,0,74,Matches
Mason Holgate,eng ENG,DF,Everton,24-119,1996,12.8,524,662,79.2,11959,4025,131,152,86.2,288,338,85.2,103,155,66.5,0,0.2,-0.2,5,26,9,4,35,Matches
Conor Hourihane,ie IRL,MF,Aston Villa,30-016,1991,2.5,116,155,74.8,2503,557,31,35,88.6,52,64,81.3,27,46,58.7,1,0.8,+0.2,4,18,2,1,9,Matches
Callum Hudson-Odoi,eng ENG,"FW,DF",Chelsea,20-103,2000,8.3,372,454,81.9,6391,1493,209,234,89.3,114,135,84.4,45,71,63.4,2,1.8,+0.2,22,16,25,8,39,Matches
Niall Huggins,wal WAL,DF,Leeds United,20-062,2000,0.4,17,23,73.9,240,57,11,14,78.6,6,6,100.0,0,3,0.0,0,0.0,0.0,0,1,0,0,0,Matches
Pierre Højbjerg,dk DEN,MF,Tottenham,25-197,1995,23.0,1459,1645,88.7,27929,7599,565,626,90.3,665,729,91.2,204,258,79.1,3,1.2,+1.8,11,155,11,1,118,Matches
Odion Ighalo,ng NGA,FW,Manchester Utd,31-247,1989,0.1,1,1,100.0,7,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Kelechi Iheanacho,ng NGA,FW,Leicester City,24-138,1996,4.4,88,104,84.6,1140,183,58,65,89.2,23,25,92.0,3,6,50.0,0,0.7,-0.7,6,6,3,0,6,Matches
Danny Ings,eng ENG,FW,Southampton,28-210,1992,16.3,222,346,64.2,3340,906,130,173,75.1,63,97,64.9,20,42,47.6,3,2.0,+1.0,17,15,14,4,31,Matches
Branislav Ivanović,rs SRB,DF,West Brom,36-362,1984,8.2,264,308,85.7,5953,1426,65,72,90.3,147,162,90.7,52,71,73.2,0,0.1,-0.1,1,11,3,0,10,Matches
Alex Iwobi,ng NGA,"FW,DF",Everton,24-291,1996,12.4,387,513,75.4,7018,2177,158,182,86.8,168,217,77.4,48,81,59.3,2,1.7,+0.3,12,20,23,8,51,Matches
Phil Jagielka,eng ENG,DF,Sheffield Utd,38-185,1982,2.6,58,81,71.6,1348,279,19,22,86.4,24,32,75.0,15,25,60.0,0,0.0,0.0,0,2,0,0,4,Matches
Alireza Jahanbakhsh,ir IRN,"FW,DF",Brighton,27-191,1993,2.8,79,109,72.5,1246,305,37,44,84.1,27,36,75.0,9,15,60.0,1,1.8,-0.8,7,3,8,3,8,Matches
Daniel James,wal WAL,FW,Manchester Utd,23-100,1997,3.9,111,140,79.3,1581,390,72,84,85.7,32,41,78.0,3,4,75.0,0,0.2,-0.2,4,1,8,2,14,Matches
Reece James,eng ENG,DF,Chelsea,21-072,1999,15.4,983,1175,83.7,18852,4459,408,446,91.5,434,491,88.4,131,205,63.9,2,2.1,-0.1,22,48,35,20,75,Matches
Alexandre Jankewitz,ch SUI,MF,Southampton,19-055,2001,0.0,2,3,66.7,31,25,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,1,0,1,Matches
Gabriel Jesus,br BRA,FW,Manchester City,23-321,1997,13.0,337,404,83.4,4396,485,220,247,89.1,82,97,84.5,14,24,58.3,3,2.0,+1.0,15,14,7,0,14,Matches
Raúl Jiménez,mx MEX,FW,Wolves,29-289,1991,9.1,207,263,78.7,3241,561,126,150,84.0,52,64,81.3,22,32,68.8,0,0.8,-0.8,8,16,9,0,19,Matches
Joelinton,br BRA,"FW,MF",Newcastle Utd,24-188,1996,12.5,275,378,72.8,3959,751,167,203,82.3,84,115,73.0,14,26,53.8,2,1.2,+0.8,8,12,6,1,14,Matches
Ben Johnson,eng ENG,DF,West Ham,21-025,2000,2.6,73,98,74.5,1124,527,44,48,91.7,19,27,70.4,6,15,40.0,0,0.0,0.0,1,7,0,0,6,Matches
Sam Johnstone,eng ENG,GK,West Brom,27-330,1993,23.0,409,786,52.0,16770,11291,36,36,100.0,123,130,94.6,250,618,40.5,0,0.0,0.0,0,16,0,0,0,Matches
Curtis Jones,eng ENG,MF,Liverpool,20-019,2001,9.9,714,782,91.3,12261,2634,337,363,92.8,286,298,96.0,76,93,81.7,1,0.6,+0.4,9,83,17,1,56,Matches
Jorginho,it ITA,MF,Chelsea,29-060,1991,12.8,907,1017,89.2,16591,3843,403,440,91.6,394,429,91.8,97,127,76.4,1,1.4,-0.4,15,92,10,0,65,Matches
Willian José,br BRA,FW,Wolves,29-087,1991,3.8,68,85,80.0,1308,120,32,40,80.0,22,27,81.5,12,12,100.0,0,0.0,0.0,1,3,0,0,4,Matches
Diogo Jota,pt POR,FW,Liverpool,24-076,1996,5.6,173,215,80.5,2764,645,102,114,89.5,53,70,75.7,15,21,71.4,0,1.2,-1.2,6,18,4,0,20,Matches
James Justin,eng ENG,DF,Leicester City,22-361,1998,23.0,989,1249,79.2,16489,5528,495,556,89.0,414,499,83.0,67,139,48.2,1,1.7,-0.7,18,56,33,7,92,Matches
Ozan Kabak,tr TUR,DF,Liverpool,20-330,2000,1.0,45,48,93.8,973,176,13,14,92.9,23,24,95.8,9,10,90.0,0,0.0,0.0,0,0,0,0,2,Matches
Aboubakar Kamara,fr FRA,"FW,DF",Fulham,25-348,1995,3.5,92,128,71.9,1499,404,46,57,80.7,35,41,85.4,7,21,33.3,0,0.4,-0.4,6,4,4,1,11,Matches
Harry Kane,eng ENG,FW,Tottenham,27-205,1993,20.4,376,530,70.9,7241,2578,166,212,78.3,140,186,75.3,60,97,61.9,11,4.9,+6.1,30,68,29,6,87,Matches
N'Golo Kanté,fr FRA,MF,Chelsea,29-326,1991,17.0,937,1077,87.0,17800,3829,360,405,88.9,448,491,91.2,110,147,74.8,1,0.9,+0.1,15,74,9,1,71,Matches
Moise Kean,it ITA,FW,Everton,20-356,2000,0.2,7,9,77.8,124,0,2,3,66.7,4,4,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
Michael Keane,eng ENG,DF,Everton,28-038,1993,20.2,1095,1239,88.4,24731,7822,244,268,91.0,637,669,95.2,199,279,71.3,1,0.8,+0.2,5,71,3,0,59,Matches
Neeskens Kebano,cd COD,"FW,MF",Fulham,28-345,1992,1.3,33,42,78.6,409,99,25,25,100.0,6,11,54.5,1,3,33.3,0,0.0,0.0,0,1,0,0,2,Matches
Naby Keïta,gn GUI,MF,Liverpool,26-008,1995,4.4,229,259,88.4,3959,869,104,120,86.7,100,105,95.2,20,24,83.3,0,0.6,-0.6,3,23,8,0,25,Matches
Caoimhin Kelleher,ie IRL,GK,Liverpool,22-087,1998,2.0,51,62,82.3,1459,732,6,6,100.0,26,26,100.0,19,30,63.3,0,0.0,0.0,0,0,0,0,0,Matches
Jonjoe Kenny,eng ENG,DF,Everton,23-340,1997,0.9,47,61,77.0,783,221,28,29,96.6,13,20,65.0,6,8,75.0,0,0.0,0.0,0,3,1,0,4,Matches
Reda Khadra,de GER,FW,Brighton,19-229,2001,0.1,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
Max Kilman,eng ENG,DF,Wolves,23-271,1997,12.5,542,618,87.7,10129,3644,210,222,94.6,279,302,92.4,49,86,57.0,1,0.5,+0.5,4,49,1,0,35,Matches
Joshua King,no NOR,"FW,MF",Everton,29-034,1992,0.8,8,14,57.1,101,17,5,10,50.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,Matches
Mateusz Klich,pl POL,MF,Leeds United,30-250,1990,20.0,945,1189,79.5,16359,4311,455,522,87.2,345,413,83.5,112,181,61.9,5,3.5,+1.5,39,86,37,6,118,Matches
Robin Koch,de GER,DF,Leeds United,24-216,1996,10.1,578,673,85.9,12381,3748,121,141,85.8,367,387,94.8,83,133,62.4,0,0.2,-0.2,4,32,2,0,38,Matches
Sead Kolašinac,ba BIH,DF,Arsenal,27-243,1993,1.0,54,64,84.4,801,177,30,35,85.7,22,24,91.7,1,3,33.3,0,0.0,0.0,0,3,1,0,4,Matches
Ezri Konsa,eng ENG,DF,Aston Villa,23-118,1997,19.5,549,637,86.2,12643,2625,117,136,86.0,324,350,92.6,104,142,73.2,0,0.0,0.0,0,17,1,0,14,Matches
Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,31-059,1989,20.7,617,787,78.4,12456,3777,224,267,83.9,273,317,86.1,110,182,60.4,0,0.1,-0.1,3,23,2,1,22,Matches
Mateo Kovačić,hr CRO,MF,Chelsea,26-288,1994,14.1,1076,1171,91.9,21278,5116,413,441,93.7,485,512,94.7,166,196,84.7,1,1.4,-0.4,15,124,16,0,118,Matches
Emil Krafth,se SWE,DF,Newcastle Utd,26-200,1994,5.9,174,246,70.7,2745,1192,92,111,82.9,62,87,71.3,13,34,38.2,0,0.1,-0.1,2,5,1,1,8,Matches
Filip Krovinović,hr CRO,MF,West Brom,25-173,1995,6.1,308,365,84.4,5338,1511,140,156,89.7,127,147,86.4,31,44,70.5,0,0.3,-0.3,5,37,7,0,40,Matches
Alexandre Lacazette,fr FRA,FW,Arsenal,29-266,1991,14.6,259,336,77.1,3814,744,145,183,79.2,85,101,84.2,16,29,55.2,2,1.9,+0.1,14,14,13,0,29,Matches
Adam Lallana,eng ENG,"MF,FW",Brighton,32-284,1988,9.4,346,424,81.6,5368,1137,175,194,90.2,126,153,82.4,28,46,60.9,1,2.5,-1.5,21,26,13,3,30,Matches
Érik Lamela,ar ARG,FW,Tottenham,28-351,1992,4.9,171,220,77.7,2992,650,84,97,86.6,58,70,82.9,25,40,62.5,0,0.3,-0.3,3,14,4,0,15,Matches
Tariq Lamptey,eng ENG,DF,Brighton,20-141,2000,9.8,390,500,78.0,6346,1711,209,234,89.3,141,188,75.0,32,56,57.1,1,1.1,-0.1,11,12,12,7,27,Matches
Manuel Lanzini,ar ARG,"MF,FW",West Ham,28-003,1993,4.2,177,209,84.7,2919,559,95,109,87.2,69,76,90.8,11,19,57.9,1,0.6,+0.4,8,12,4,0,11,Matches
Aymeric Laporte,fr FRA,DF,Manchester City,26-267,1994,8.4,639,709,90.1,12930,3681,204,220,92.7,338,356,94.9,94,123,76.4,0,0.2,-0.2,2,55,1,0,36,Matches
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27-099,1993,12.1,337,411,82.0,7428,2336,83,94,88.3,191,212,90.1,60,99,60.6,0,0.0,0.0,1,21,3,0,23,Matches
Maxime Le Marchand,fr FRA,DF,Fulham,31-130,1989,1.4,78,82,95.1,1841,642,18,18,100.0,43,45,95.6,16,18,88.9,0,0.0,0.0,0,3,1,0,6,Matches
Mario Lemina,ga GAB,MF,Fulham,27-170,1993,9.3,421,492,85.6,8282,1963,148,171,86.5,205,228,89.9,57,79,72.2,0,0.4,-0.4,5,33,5,0,30,Matches
