player,nationality,position,squad,age,birth_year,minutes_90s,goals,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
Lucas Digne,fr FRA,"DF,MF",Everton,27-213,1993,14.8,0,7,0,0.0,0.47,0.00,0.00,,20.7,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Virgil van Dijk,nl NED,DF,Liverpool,29-225,1991,4.1,1,4,2,50.0,0.97,0.49,0.25,0.50,13.5,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
Issa Diop,fr FRA,DF,West Ham,24-040,1997,4.3,1,1,1,100.0,0.23,0.23,1.00,1.00,6.0,0,0,0,0.1,0.1,0.13,+0.9,+0.9,Matches
Moussa Djenepo,ml MLI,MF,Southampton,22-248,1998,9.3,1,10,2,20.0,1.08,0.22,0.10,0.50,19.1,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
Matt Doherty,ie IRL,DF,Tottenham,29-033,1992,9.1,0,1,1,100.0,0.11,0.11,0.00,0.00,5.8,0,0,0,0.3,0.3,0.34,-0.3,-0.3,Matches
Gabriel Dos Santos,br BRA,DF,Arsenal,23-061,1997,14.2,2,11,4,36.4,0.78,0.28,0.18,0.50,11.1,0,0,0,0.8,0.8,0.07,+1.2,+1.2,Matches
Abdoulaye Doucouré,fr FRA,MF,Everton,28-048,1993,21.0,2,14,5,35.7,0.67,0.24,0.14,0.40,17.0,0,0,0,1.9,1.9,0.14,+0.1,+0.1,Matches
Paul Dummett,wal WAL,DF,Newcastle Utd,29-145,1991,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lewis Dunk,eng ENG,DF,Brighton,29-089,1991,21.0,3,20,7,35.0,0.95,0.33,0.15,0.43,11.7,1,0,0,2.0,2.0,0.10,+1.0,+1.0,Matches
Jimmy Dunne,ie IRL,DF,Burnley,23-122,1997,2.0,1,3,1,33.3,1.50,0.50,0.33,1.00,8.4,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches
Ederson,br BRA,GK,Manchester City,27-185,1993,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kyle Edwards,eng ENG,"MF,FW",West Brom,23-001,1998,1.3,0,2,1,50.0,1.53,0.76,0.00,0.00,15.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
John Egan,ie IRL,DF,Sheffield Utd,28-121,1992,21.1,0,7,0,0.0,0.33,0.00,0.00,,10.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Ahmed Elmohamady,eg EGY,DF,Aston Villa,33-162,1987,1.8,0,2,0,0.0,1.10,0.00,0.00,,13.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Mohamed Elneny,eg EGY,MF,Arsenal,28-222,1992,10.3,0,4,0,0.0,0.39,0.00,0.00,,17.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Jonny Evans,nir NIR,DF,Leicester City,33-046,1988,19.7,0,4,1,25.0,0.20,0.05,0.00,0.00,8.3,0,0,0,0.6,0.6,0.15,-0.6,-0.6,Matches
Eberechi Eze,eng ENG,MF,Crystal Palace,22-234,1998,17.7,3,23,8,34.8,1.30,0.45,0.13,0.38,21.3,3,0,0,1.5,1.5,0.07,+1.5,+1.5,Matches
Łukasz Fabiański,pl POL,GK,West Ham,35-306,1985,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Fabinho,br BRA,"DF,MF",Liverpool,27-118,1993,17.4,0,4,0,0.0,0.23,0.00,0.00,,21.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Bruno Fernandes,pt POR,MF,Manchester Utd,26-163,1994,22.4,14,74,28,37.8,3.31,1.25,0.11,0.29,22.6,11,6,7,10.8,5.5,0.07,+3.2,+2.5,Matches
Federico Fernández,ar ARG,DF,Newcastle Utd,31-363,1989,15.3,0,1,1,100.0,0.07,0.07,0.00,0.00,5.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Fernandinho,br BRA,MF,Manchester City,35-290,1985,5.8,0,8,1,12.5,1.38,0.17,0.00,0.00,19.5,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Sam Field,eng ENG,MF,West Brom,22-286,1998,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Roberto Firmino,br BRA,FW,Liverpool,29-139,1991,20.8,6,57,21,36.8,2.73,1.01,0.11,0.29,12.7,0,0,0,9.4,9.4,0.17,-3.4,-3.4,Matches
John Fleck,sco SCO,MF,Sheffield Utd,29-178,1991,14.7,0,12,4,33.3,0.81,0.27,0.00,0.00,22.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Phil Foden,eng ENG,"FW,MF",Manchester City,20-266,2000,13.4,6,32,14,43.8,2.39,1.05,0.19,0.43,14.4,0,0,0,3.5,3.5,0.11,+2.5,+2.5,Matches
Wesley Fofana,fr FRA,DF,Leicester City,20-063,2000,15.5,0,7,0,0.0,0.45,0.00,0.00,,8.8,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
Pablo Fornals,es ESP,"FW,MF",West Ham,24-362,1996,17.1,2,28,8,28.6,1.64,0.47,0.07,0.25,15.0,0,0,0,4.0,4.0,0.14,-2.0,-2.0,Matches
Fraser Forster,eng ENG,GK,Southampton,32-338,1988,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,23-047,1998,0.9,0,1,0,0.0,1.13,0.00,0.00,,28.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Ryan Fraser,sco SCO,"MF,FW",Newcastle Utd,26-360,1994,6.6,0,7,3,42.9,1.07,0.46,0.00,0.00,20.1,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
Fred,br BRA,MF,Manchester Utd,27-350,1993,15.6,0,16,3,18.8,1.03,0.19,0.00,0.00,21.5,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
Ryan Fredericks,eng ENG,"DF,FW",West Ham,28-131,1992,4.9,1,2,2,100.0,0.41,0.41,0.50,0.50,11.6,0,0,0,0.2,0.2,0.10,+0.8,+0.8,Matches
Christian Fuchs,at AUT,DF,Leicester City,34-317,1986,7.8,0,4,0,0.0,0.51,0.00,0.00,,26.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Darnell Furlong,eng ENG,DF,West Brom,25-110,1995,18.6,1,15,3,20.0,0.81,0.16,0.07,0.33,13.0,0,0,0,1.0,1.0,0.07,0.0,0.0,Matches
Conor Gallagher,eng ENG,MF,West Brom,21-012,2000,17.1,2,20,6,30.0,1.17,0.35,0.10,0.33,21.9,0,0,0,1.0,1.0,0.05,+1.0,+1.0,Matches
Eric García,es ESP,DF,Manchester City,20-040,2001,2.2,0,1,0,0.0,0.45,0.00,0.00,,33.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Dwight Gayle,eng ENG,FW,Newcastle Utd,30-124,1990,1.8,1,6,2,33.3,3.27,1.09,0.17,0.50,13.9,1,0,0,0.5,0.5,0.09,+0.5,+0.5,Matches
David de Gea,es ESP,GK,Manchester Utd,30-103,1990,21.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Anwar El Ghazi,nl NED,FW,Aston Villa,25-291,1995,6.3,5,25,14,56.0,3.95,2.21,0.12,0.21,19.8,2,2,2,3.8,2.3,0.09,+1.2,+0.7,Matches
Kieran Gibbs,eng ENG,DF,West Brom,31-145,1989,9.0,0,1,0,0.0,0.11,0.00,0.00,,12.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Morgan Gibbs-White,eng ENG,"FW,MF",Wolves,21-022,2000,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Billy Gilmour,sco SCO,MF,Chelsea,19-252,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Olivier Giroud,fr FRA,FW,Chelsea,34-141,1986,7.1,4,22,9,40.9,3.08,1.26,0.18,0.44,10.3,0,0,0,3.4,3.4,0.15,+0.6,+0.6,Matches
Ben Godfrey,eng ENG,DF,Everton,23-034,1998,15.7,0,3,1,33.3,0.19,0.06,0.00,0.00,10.4,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
André Gomes,pt POR,MF,Everton,27-203,1993,10.7,0,6,0,0.0,0.56,0.00,0.00,,26.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Joe Gomez,eng ENG,DF,Liverpool,23-271,1997,6.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Anthony Gordon,eng ENG,"FW,MF",Everton,19-360,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Karlan Grant,eng ENG,"FW,MF",West Brom,23-153,1997,12.0,1,16,9,56.3,1.34,0.75,0.06,0.11,15.0,1,0,0,2.1,2.1,0.13,-1.1,-1.1,Matches
Demarai Gray,eng ENG,FW,Leicester City,24-235,1996,0.2,0,1,0,0.0,4.74,0.00,0.00,,29.0,1,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Jack Grealish,eng ENG,"FW,MF",Aston Villa,25-161,1995,22.0,6,46,16,34.8,2.09,0.73,0.13,0.38,16.4,2,0,0,4.2,4.2,0.09,+1.8,+1.8,Matches
Mason Greenwood,eng ENG,FW,Manchester Utd,19-140,2001,11.1,1,29,9,31.0,2.62,0.81,0.03,0.11,16.9,0,0,0,2.7,2.7,0.09,-1.7,-1.7,Matches
Pascal Groß,de GER,MF,Brighton,29-248,1991,14.0,2,16,3,18.8,1.14,0.21,0.00,0.00,19.6,3,2,2,3.0,1.4,0.09,-1.0,-1.4,Matches
Kamil Grosicki,pl POL,"FW,MF",West Brom,32-255,1988,1.6,0,3,0,0.0,1.82,0.00,0.00,,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Vicente Guaita,es ESP,GK,Crystal Palace,34-039,1987,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
İlkay Gündoğan,de GER,MF,Manchester City,30-117,1990,15.3,11,34,14,41.2,2.23,0.92,0.29,0.71,15.7,2,1,2,7.0,5.4,0.16,+4.0,+4.6,Matches
Antwoine Hackford,eng ENG,"DF,FW",Sheffield Utd,16-335,2004,0.1,0,1,0,0.0,8.18,0.00,0.00,,12.1,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
Sébastien Haller,ci CIV,FW,West Ham,26-241,1994,10.4,3,25,11,44.0,2.40,1.06,0.12,0.27,9.5,0,0,0,2.9,2.9,0.12,+0.1,+0.1,Matches
Rekeem Harper,eng ENG,MF,West Brom,20-347,2000,0.4,0,1,1,100.0,2.81,2.81,0.00,0.00,23.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Jack Harrison,eng ENG,MF,Leeds United,24-090,1996,20.0,6,33,12,36.4,1.65,0.60,0.18,0.50,16.0,1,0,0,4.5,4.5,0.14,+1.5,+1.5,Matches
Kortney Hause,eng ENG,DF,Aston Villa,25-217,1995,4.0,1,3,1,33.3,0.75,0.25,0.33,1.00,6.4,0,0,0,1.1,1.1,0.36,-0.1,-0.1,Matches
Kai Havertz,de GER,"MF,FW",Chelsea,21-252,1999,10.9,1,13,4,30.8,1.19,0.37,0.08,0.25,14.4,0,0,0,1.6,1.6,0.12,-0.6,-0.6,Matches
Isaac Hayden,eng ENG,"MF,DF",Newcastle Utd,25-333,1995,17.1,0,10,1,10.0,0.58,0.06,0.00,0.00,21.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Michael Hector,jm JAM,DF,Fulham,28-214,1992,2.9,0,1,0,0.0,0.34,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Ahmed Hegazi,eg EGY,DF,West Brom,30-024,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Dean Henderson,eng ENG,GK,Manchester Utd,23-343,1997,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jordan Henderson,eng ENG,"MF,DF",Liverpool,30-246,1990,18.6,1,13,3,23.1,0.70,0.16,0.08,0.33,17.3,0,0,0,1.6,1.6,0.12,-0.6,-0.6,Matches
Jeff Hendrick,ie IRL,MF,Newcastle Utd,29-018,1992,14.5,2,11,2,18.2,0.76,0.14,0.18,1.00,17.6,0,0,0,1.1,1.1,0.10,+0.9,+0.9,Matches
Pablo Hernández,es ESP,MF,Leeds United,35-313,1985,3.1,0,8,1,12.5,2.57,0.32,0.00,0.00,17.1,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
Son Heung-min,kr KOR,FW,Tottenham,28-225,1992,21.9,13,43,25,58.1,1.96,1.14,0.30,0.52,16.8,0,0,0,7.2,7.2,0.17,+5.8,+5.8,Matches
Ki-Jana Hoever,nl NED,DF,Wolves,19-031,2002,3.3,0,1,0,0.0,0.30,0.00,0.00,,18.7,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Rob Holding,eng ENG,DF,Arsenal,25-151,1995,19.5,0,14,2,14.3,0.72,0.10,0.00,0.00,12.2,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
Mason Holgate,eng ENG,DF,Everton,24-119,1996,12.8,1,4,2,50.0,0.31,0.16,0.25,0.50,11.8,0,0,0,0.7,0.7,0.19,+0.3,+0.3,Matches
Conor Hourihane,ie IRL,MF,Aston Villa,30-016,1991,2.5,1,5,2,40.0,2.00,0.80,0.20,0.50,21.3,1,0,0,0.5,0.5,0.10,+0.5,+0.5,Matches
Callum Hudson-Odoi,eng ENG,"FW,DF",Chelsea,20-103,2000,8.3,2,16,4,25.0,1.93,0.48,0.13,0.50,18.8,0,0,0,1.1,1.1,0.07,+0.9,+0.9,Matches
Niall Huggins,wal WAL,DF,Leeds United,20-062,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pierre Højbjerg,dk DEN,MF,Tottenham,25-197,1995,23.0,1,9,4,44.4,0.39,0.17,0.11,0.25,24.9,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
Odion Ighalo,ng NGA,FW,Manchester Utd,31-247,1989,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kelechi Iheanacho,ng NGA,FW,Leicester City,24-138,1996,4.4,1,11,2,18.2,2.53,0.46,0.09,0.50,15.1,0,0,1,1.6,0.9,0.08,-0.6,+0.1,Matches
Danny Ings,eng ENG,FW,Southampton,28-210,1992,16.3,8,36,18,50.0,2.21,1.10,0.17,0.33,15.7,0,2,2,6.0,4.5,0.12,+2.0,+1.5,Matches
Branislav Ivanović,rs SRB,DF,West Brom,36-362,1984,8.2,0,4,1,25.0,0.49,0.12,0.00,0.00,6.5,0,0,0,0.6,0.6,0.15,-0.6,-0.6,Matches
Alex Iwobi,ng NGA,"FW,DF",Everton,24-291,1996,12.4,1,10,3,30.0,0.81,0.24,0.10,0.33,19.0,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
Phil Jagielka,eng ENG,DF,Sheffield Utd,38-185,1982,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alireza Jahanbakhsh,ir IRN,"FW,DF",Brighton,27-191,1993,2.8,0,11,2,18.2,3.91,0.71,0.00,0.00,15.2,0,0,0,1.1,1.1,0.10,-1.1,-1.1,Matches
Daniel James,wal WAL,FW,Manchester Utd,23-100,1997,3.9,2,11,5,45.5,2.79,1.27,0.18,0.40,17.3,0,0,0,1.1,1.1,0.10,+0.9,+0.9,Matches
Reece James,eng ENG,DF,Chelsea,21-072,1999,15.4,1,24,10,41.7,1.56,0.65,0.04,0.10,21.1,3,0,0,1.0,1.0,0.04,0.0,0.0,Matches
Alexandre Jankewitz,ch SUI,MF,Southampton,19-055,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gabriel Jesus,br BRA,FW,Manchester City,23-321,1997,13.0,4,28,8,28.6,2.15,0.61,0.14,0.50,12.2,0,0,0,4.7,4.7,0.17,-0.7,-0.7,Matches
Raúl Jiménez,mx MEX,FW,Wolves,29-289,1991,9.1,4,26,10,38.5,2.84,1.09,0.15,0.40,15.4,0,0,0,2.4,2.4,0.09,+1.6,+1.6,Matches
Joelinton,br BRA,"FW,MF",Newcastle Utd,24-188,1996,12.5,1,22,8,36.4,1.76,0.64,0.05,0.13,15.3,0,0,0,1.7,1.7,0.08,-0.7,-0.7,Matches
Ben Johnson,eng ENG,DF,West Ham,21-025,2000,2.6,1,1,1,100.0,0.38,0.38,1.00,1.00,10.2,0,0,0,0.3,0.3,0.33,+0.7,+0.7,Matches
Sam Johnstone,eng ENG,GK,West Brom,27-330,1993,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Curtis Jones,eng ENG,MF,Liverpool,20-019,2001,9.9,0,13,5,38.5,1.32,0.51,0.00,0.00,19.7,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
Jorginho,it ITA,MF,Chelsea,29-060,1991,12.8,5,4,0,0.0,0.31,0.00,0.00,,42.1,0,5,7,5.4,0.1,0.03,-0.4,-0.1,Matches
Willian José,br BRA,FW,Wolves,29-087,1991,3.8,0,8,3,37.5,2.08,0.78,0.00,0.00,10.9,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Diogo Jota,pt POR,FW,Liverpool,24-076,1996,5.6,5,20,11,55.0,3.58,1.97,0.25,0.45,14.8,0,0,0,2.4,2.4,0.12,+2.6,+2.6,Matches
James Justin,eng ENG,DF,Leicester City,22-361,1998,23.0,2,10,3,30.0,0.43,0.13,0.20,0.67,14.9,0,0,0,1.6,1.6,0.16,+0.4,+0.4,Matches
Ozan Kabak,tr TUR,DF,Liverpool,20-330,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Aboubakar Kamara,fr FRA,"FW,DF",Fulham,25-348,1995,3.5,0,4,2,50.0,1.14,0.57,0.00,0.00,20.7,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
Harry Kane,eng ENG,FW,Tottenham,27-205,1993,20.4,13,74,27,36.5,3.63,1.32,0.14,0.37,18.2,6,3,3,10.8,8.5,0.12,+2.2,+1.5,Matches
N'Golo Kanté,fr FRA,MF,Chelsea,29-326,1991,17.0,0,4,1,25.0,0.23,0.06,0.00,0.00,22.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Moise Kean,it ITA,FW,Everton,20-356,2000,0.2,0,1,0,0.0,6.00,0.00,0.00,,23.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Michael Keane,eng ENG,DF,Everton,28-038,1993,20.2,3,10,5,50.0,0.49,0.25,0.30,0.60,10.5,0,0,0,1.0,1.0,0.10,+2.0,+2.0,Matches
Neeskens Kebano,cd COD,"FW,MF",Fulham,28-345,1992,1.3,0,6,0,0.0,4.54,0.00,0.00,,18.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Naby Keïta,gn GUI,MF,Liverpool,26-008,1995,4.4,0,7,1,14.3,1.59,0.23,0.00,0.00,18.5,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Caoimhin Kelleher,ie IRL,GK,Liverpool,22-087,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jonjoe Kenny,eng ENG,DF,Everton,23-340,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Reda Khadra,de GER,FW,Brighton,19-229,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Max Kilman,eng ENG,DF,Wolves,23-271,1997,12.5,0,5,1,20.0,0.40,0.08,0.00,0.00,8.4,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
Joshua King,no NOR,"FW,MF",Everton,29-034,1992,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mateusz Klich,pl POL,MF,Leeds United,30-250,1990,20.0,3,24,7,29.2,1.20,0.35,0.04,0.14,22.5,0,2,2,2.8,1.3,0.05,+0.2,-0.3,Matches
Robin Koch,de GER,DF,Leeds United,24-216,1996,10.1,0,7,2,28.6,0.69,0.20,0.00,0.00,9.1,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
Sead Kolašinac,ba BIH,DF,Arsenal,27-243,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ezri Konsa,eng ENG,DF,Aston Villa,23-118,1997,19.5,2,9,4,44.4,0.46,0.21,0.22,0.50,9.0,0,0,0,0.7,0.7,0.08,+1.3,+1.3,Matches
Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,31-059,1989,20.7,1,7,2,28.6,0.34,0.10,0.14,0.50,9.6,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Matches
Mateo Kovačić,hr CRO,MF,Chelsea,26-288,1994,14.1,0,17,2,11.8,1.21,0.14,0.00,0.00,22.6,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Emil Krafth,se SWE,DF,Newcastle Utd,26-200,1994,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Filip Krovinović,hr CRO,MF,West Brom,25-173,1995,6.1,0,8,2,25.0,1.32,0.33,0.00,0.00,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Alexandre Lacazette,fr FRA,FW,Arsenal,29-266,1991,14.6,8,29,20,69.0,1.98,1.37,0.24,0.35,12.5,2,1,1,6.1,5.3,0.18,+1.9,+1.7,Matches
Adam Lallana,eng ENG,"MF,FW",Brighton,32-284,1988,9.4,0,8,0,0.0,0.85,0.00,0.00,,17.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
Érik Lamela,ar ARG,FW,Tottenham,28-351,1992,4.9,0,13,5,38.5,2.65,1.02,0.00,0.00,20.0,4,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
Tariq Lamptey,eng ENG,DF,Brighton,20-141,2000,9.8,1,6,2,33.3,0.61,0.20,0.17,0.50,12.1,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Matches
Manuel Lanzini,ar ARG,"MF,FW",West Ham,28-003,1993,4.2,1,10,3,30.0,2.37,0.71,0.10,0.33,17.1,1,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches
Aymeric Laporte,fr FRA,DF,Manchester City,26-267,1994,8.4,0,5,1,20.0,0.59,0.12,0.00,0.00,12.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27-099,1993,12.1,0,11,1,9.1,0.91,0.08,0.00,0.00,9.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Maxime Le Marchand,fr FRA,DF,Fulham,31-130,1989,1.4,0,1,0,0.0,0.73,0.00,0.00,,33.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
